time_local,time_utc,along_shore_velocity_bottom_mps,data_coverage_along_shore_velocity_bottom_mps,along_shore_velocity_surface_mps,data_coverage_along_shore_velocity_surface_mps,across_shore_velocity_bottom_mps,data_coverage_across_shore_velocity_bottom_mps,across_shore_velocity_surface_mps,data_coverage_across_shore_velocity_surface_mps,current_speed_bottom_mps,data_coverage_current_speed_bottom_mps,current_speed_surface_mps,data_coverage_current_speed_surface_mps,wave_power_adcp,data_coverage_wave_power_adcp,wave_ht_adcp_m,data_coverage_wave_ht_adcp_m,wave_period_adcp_sec,data_coverage_wave_period_adcp_sec,wave_direction_adcp_degtrue,data_coverage_wave_direction_adcp_degtrue,wave_power_sbe26,data_coverage_wave_power_sbe26,wave_ht_sbe26_m,data_coverage_wave_ht_sbe26_m,wave_period_sbe26_sec,data_coverage_wave_period_sbe26_sec,sea_surface_ht_sbe26_m,data_coverage_sea_surface_ht_sbe26_m,upper_watercolumn_temperature_sbe39_C,data_coverage_upper_watercolumn_temperature_sbe39_C,middle_watercolumn_temperature_sbe39_C,data_coverage_middle_watercolumn_temperature_sbe39_C,bottom_watercolumn_temperature_sbe39_C,data_coverage_bottom_watercolumn_temperature_sbe39_C,temperature_shallow_sbe37_C,data_coverage_temperature_shallow_sbe37_C,salinity_shallow_sbe37_psu,data_coverage_salinity_shallow_sbe37_psu,density_shallow_sbe37_sigt,data_coverage_density_shallow_sbe37_sigt,temperature_deeper_sbe37_C,data_coverage_temperature_deeper_sbe37_C,salinity_deeper_sbe37_psu,data_coverage_salinity_deeper_sbe37_psu,density_deeper_sbe37_sigt,data_coverage_density_deeper_sbe37_sigt
2005-07-01 00:00:00,2005-07-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.569e+06,0.08,1.19,0.08,10.4,0.08,10.345,0.08,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-08-01 00:00:00,2005-08-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.307e+06,1.00,1.07,1.00,10.6,1.00,10.320,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-09-01 00:00:00,2005-09-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,2.997e+06,1.00,1.32,1.00,10.5,1.00,10.295,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-10-01 00:00:00,2005-10-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.367e+06,1.00,1.02,1.00,11.3,1.00,10.309,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-11-01 00:00:00,2005-11-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,9.999e+05,1.00,0.92,1.00,10.4,1.00,10.371,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-12-01 00:00:00,2005-12-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,5.188e+05,0.99,0.67,0.99,9.8,0.99,10.334,0.99,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2006-01-01 00:00:00,2006-01-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,4.712e+05,1.00,0.64,1.00,10.0,1.00,10.357,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2006-02-01 00:00:00,2006-02-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,5.519e+05,1.00,0.65,1.00,11.2,1.00,10.330,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2006-03-01 00:00:00,2006-03-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,8.763e+05,1.00,0.85,1.00,10.4,1.00,10.352,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2006-04-01 00:00:00,2006-04-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,2.168e+06,1.00,1.13,1.00,11.0,1.00,10.368,1.00,29.00,0.85,28.99,0.85,28.97,0.85,29.01,0.85,35.9122,0.85,22.7722,0.85,28.99,0.85,-999,0.00,-999,0.00
2006-05-01 00:00:00,2006-05-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.554e+06,1.00,1.06,1.00,12.1,1.00,10.372,1.00,28.72,1.00,28.71,1.00,28.71,1.00,28.72,1.00,35.8802,1.00,22.8454,1.00,28.71,1.00,-999,0.00,-999,0.00
2006-06-01 00:00:00,2006-06-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.304e+06,0.35,0.97,0.35,12.4,0.35,10.332,0.34,27.78,1.00,27.77,1.00,27.77,1.00,27.78,1.00,35.8665,1.00,23.1450,1.00,27.77,1.00,35.9349,0.12,23.3631,0.12
2006-07-01 00:00:00,2006-07-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,27.26,1.00,27.25,1.00,27.25,1.00,27.26,1.00,35.9191,1.00,23.3537,1.00,27.25,1.00,35.9495,1.00,23.4155,1.00
2006-08-01 00:00:00,2006-08-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.878e+06,0.89,1.32,0.89,9.8,0.89,10.332,0.89,26.58,1.00,26.58,1.00,26.58,1.00,26.59,1.00,35.9805,1.00,23.6142,1.00,26.58,1.00,36.0005,1.00,23.6685,1.00
2006-09-01 00:00:00,2006-09-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.915e+06,1.00,1.25,1.00,11.3,1.00,10.340,1.00,26.52,1.00,26.51,1.00,26.50,1.00,26.53,1.00,36.2250,1.00,23.8177,1.00,26.51,1.00,36.2329,1.00,23.8683,1.00
2006-10-01 00:00:00,2006-10-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.900e+06,1.00,1.23,1.00,10.6,1.00,10.322,1.00,26.89,1.00,26.88,1.00,26.86,1.00,26.90,1.00,36.2805,1.00,23.7394,1.00,26.87,1.00,36.2909,1.00,23.7945,1.00
2006-11-01 00:00:00,2006-11-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,8.021e+05,1.00,0.90,1.00,9.4,1.00,10.305,1.00,27.14,1.00,27.11,1.00,27.07,1.00,27.18,1.00,36.2811,1.00,23.6524,1.00,27.10,1.00,36.3011,1.00,23.7281,1.00
2006-12-01 00:00:00,2006-12-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,6.212e+05,0.99,0.70,0.99,9.9,0.99,10.277,0.99,28.10,1.00,28.07,1.00,27.98,1.00,28.18,1.00,36.1791,1.00,23.2496,1.00,28.06,1.00,36.2172,1.00,23.3535,1.00
2007-01-01 00:00:00,2007-01-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,4.616e+05,1.00,0.63,1.00,9.9,1.00,10.330,1.00,28.40,1.00,28.38,1.00,28.33,1.00,28.44,1.00,35.9904,1.00,23.0200,1.00,28.37,1.00,36.0152,1.00,23.0982,1.00
2007-02-01 00:00:00,2007-02-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,8.868e+05,1.00,0.88,1.00,10.4,1.00,10.350,1.00,28.92,1.00,28.89,1.00,28.80,1.00,29.01,1.00,35.8398,1.00,22.7177,1.00,28.88,1.00,35.8679,1.00,22.8201,1.00
2007-03-01 00:00:00,2007-03-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.329e+06,1.00,1.01,1.00,11.3,1.00,10.379,1.00,29.39,1.00,29.38,1.00,29.36,1.00,29.41,1.00,35.9619,1.00,22.6764,1.00,29.38,1.00,35.9681,1.00,22.7274,1.00
2007-04-01 00:00:00,2007-04-01 10:00:00,0.025,0.92,0.033,0.92,0.001,0.92,0.087,0.92,0.072,0.92,0.133,0.92,1.785e+06,0.92,1.12,0.92,12.9,0.92,156.7,0.92,1.794e+06,1.00,1.15,1.00,11.6,1.00,10.336,1.00,29.20,1.00,29.20,1.00,29.18,1.00,29.21,1.00,35.9200,1.00,22.7100,1.00,29.18,1.00,35.9338,1.00,22.7681,1.00
2007-05-01 00:00:00,2007-05-01 10:00:00,0.025,1.00,0.019,1.00,0.003,1.00,0.079,1.00,0.065,1.00,0.116,1.00,1.506e+06,1.00,1.08,1.00,12.1,1.00,156.1,1.00,1.299e+06,1.00,1.03,1.00,11.0,1.00,10.346,1.00,28.70,1.00,28.70,1.00,28.69,1.00,28.71,1.00,36.0529,1.00,22.9798,1.00,28.69,1.00,36.0621,1.00,23.0277,1.00
2007-06-01 00:00:00,2007-06-01 10:00:00,0.026,0.91,0.020,0.91,0.002,0.91,0.077,0.91,0.080,0.91,0.130,0.91,1.289e+06,0.91,1.02,0.91,11.9,0.91,153.7,0.91,1.096e+06,0.99,0.95,0.99,10.8,0.99,10.315,0.99,28.01,1.00,28.01,1.00,28.00,1.00,28.01,1.00,36.0056,1.00,23.1729,1.00,28.00,1.00,36.0153,1.00,23.2209,1.00
2007-07-01 00:00:00,2007-07-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.787e+06,0.79,1.23,0.79,11.1,0.79,139.6,0.79,1.474e+06,1.00,1.13,1.00,10.6,1.00,10.313,1.00,27.09,1.00,27.08,1.00,27.07,1.00,27.09,1.00,36.1394,1.00,23.5748,1.00,27.07,1.00,36.1047,1.00,23.5904,1.00
