time_local,time_utc,along_shore_velocity_bottom_mps,data_coverage_along_shore_velocity_bottom_mps,along_shore_velocity_surface_mps,data_coverage_along_shore_velocity_surface_mps,across_shore_velocity_bottom_mps,data_coverage_across_shore_velocity_bottom_mps,across_shore_velocity_surface_mps,data_coverage_across_shore_velocity_surface_mps,current_speed_bottom_mps,data_coverage_current_speed_bottom_mps,current_speed_surface_mps,data_coverage_current_speed_surface_mps,wave_power_adcp,data_coverage_wave_power_adcp,wave_ht_adcp_m,data_coverage_wave_ht_adcp_m,wave_period_adcp_sec,data_coverage_wave_period_adcp_sec,wave_direction_adcp_degtrue,data_coverage_wave_direction_adcp_degtrue,wave_power_sbe26,data_coverage_wave_power_sbe26,wave_ht_sbe26_m,data_coverage_wave_ht_sbe26_m,wave_period_sbe26_sec,data_coverage_wave_period_sbe26_sec,sea_surface_ht_sbe26_m,data_coverage_sea_surface_ht_sbe26_m,upper_watercolumn_temperature_sbe39_C,data_coverage_upper_watercolumn_temperature_sbe39_C,middle_watercolumn_temperature_sbe39_C,data_coverage_middle_watercolumn_temperature_sbe39_C,bottom_watercolumn_temperature_sbe39_C,data_coverage_bottom_watercolumn_temperature_sbe39_C,temperature_shallow_sbe37_C,data_coverage_temperature_shallow_sbe37_C,salinity_shallow_sbe37_psu,data_coverage_salinity_shallow_sbe37_psu,density_shallow_sbe37_sigt,data_coverage_density_shallow_sbe37_sigt,temperature_deeper_sbe37_C,data_coverage_temperature_deeper_sbe37_C,salinity_deeper_sbe37_psu,data_coverage_salinity_deeper_sbe37_psu,density_deeper_sbe37_sigt,data_coverage_density_deeper_sbe37_sigt
2004-01-01 00:00:00,2004-01-01 10:00:00,-0.011,0.04,-0.034,0.04,-0.007,0.04,-0.022,0.04,0.048,0.04,0.130,0.04,3.245e+06,0.04,1.42,0.04,14.6,0.04,343.7,0.04,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-01-01 00:00:00,2005-01-01 10:00:00,-0.004,0.99,-0.023,0.99,-0.007,0.99,-0.005,0.99,0.042,0.99,0.112,0.99,1.160e+06,0.94,0.90,0.94,11.0,0.94,1.0,0.94,6.759e+05,0.41,0.67,0.41,10.1,0.41,10.312,0.41,27.57,0.45,27.52,0.45,27.47,0.45,27.29,0.18,35.9587,0.18,23.3662,0.18,27.21,0.18,35.9704,0.18,23.4346,0.18
2006-01-01 00:00:00,2006-01-01 10:00:00,-0.009,0.94,-0.043,0.94,-0.007,0.94,-0.003,0.94,0.044,0.94,0.115,0.94,9.638e+05,0.92,0.89,0.92,10.3,0.92,6.9,0.92,6.416e+05,1.00,0.71,1.00,9.9,1.00,10.325,1.00,28.02,1.00,28.00,1.00,27.97,1.00,28.04,1.00,35.9175,0.71,22.9501,0.71,27.98,1.00,36.0414,1.00,23.2395,1.00
2007-01-01 00:00:00,2007-01-01 10:00:00,-0.024,0.99,-0.049,0.99,-0.000,0.99,0.003,0.99,0.080,0.99,0.149,0.99,9.624e+05,0.95,0.92,0.95,9.4,0.95,11.7,0.95,5.935e+05,1.00,0.69,1.00,9.5,1.00,10.320,1.00,28.53,0.65,28.03,1.00,28.00,1.00,27.88,0.62,36.0637,0.62,23.2487,0.62,28.01,1.00,36.0911,0.86,23.3284,0.86
2008-01-01 00:00:00,2008-01-01 10:00:00,-0.028,0.96,-0.052,0.95,-0.001,0.96,0.004,0.95,0.085,0.96,0.157,0.95,7.771e+05,0.95,0.82,0.95,10.0,0.95,11.0,0.95,4.794e+05,0.93,0.64,0.93,9.5,0.93,10.296,0.93,27.97,0.59,27.50,0.93,27.47,0.93,27.48,0.71,36.2872,0.71,23.5489,0.71,27.49,0.93,36.3087,0.93,23.6027,0.93
2009-01-01 00:00:00,2009-01-01 10:00:00,-0.012,0.23,-0.024,0.23,-0.002,0.23,-0.009,0.23,0.077,0.23,0.156,0.23,1.447e+06,0.51,1.00,0.51,13.1,0.51,349.3,0.51,5.532e+05,0.92,0.65,0.92,9.8,0.92,10.300,0.92,27.95,1.00,27.93,1.00,27.89,1.00,28.63,0.44,36.2508,0.44,23.1438,0.44,27.87,0.83,36.3449,0.25,23.7573,0.25
2010-01-01 00:00:00,2010-01-01 10:00:00,-0.015,0.33,-0.027,0.33,-0.010,0.33,-0.015,0.33,0.069,0.33,0.148,0.33,2.426e+06,0.33,1.25,0.33,13.2,0.33,355.2,0.33,4.571e+05,0.65,0.66,0.65,8.8,0.65,10.242,0.65,27.84,0.97,27.83,1.00,27.67,0.82,27.20,0.54,36.0960,0.54,23.4955,0.54,26.85,0.43,36.0438,0.43,23.6027,0.43
2011-01-01 00:00:00,2011-01-01 10:00:00,-0.028,0.74,-0.058,0.74,-0.004,0.74,0.002,0.74,0.061,0.74,0.115,0.74,7.933e+05,0.67,0.82,0.67,9.9,0.67,22.0,0.67,1.088e+06,0.10,0.91,0.10,11.7,0.10,10.244,0.10,26.80,0.48,27.20,1.00,27.18,1.00,27.17,0.73,36.2494,0.73,23.6191,0.73,27.18,0.79,36.3139,0.79,23.6990,0.79
2012-01-01 00:00:00,2012-01-01 10:00:00,-0.013,0.61,-0.027,0.61,-0.007,0.61,-0.007,0.61,0.066,0.61,0.129,0.61,1.183e+06,0.61,0.94,0.61,10.3,0.61,9.6,0.61,5.884e+05,0.96,0.68,0.96,9.9,0.96,10.323,0.96,27.73,1.00,27.71,1.00,27.65,1.00,27.75,1.00,36.1012,1.00,23.3177,1.00,27.63,0.91,36.2160,0.91,23.4777,0.91
2013-01-01 00:00:00,2013-01-01 10:00:00,-0.008,1.00,-0.013,1.00,-0.007,1.00,-0.005,1.00,0.070,1.00,0.139,1.00,1.025e+06,1.00,0.90,1.00,10.1,1.00,10.1,1.00,6.759e+05,1.00,0.70,1.00,9.9,1.00,10.241,1.00,27.46,0.94,27.43,1.00,27.38,1.00,27.48,1.00,35.8482,1.00,23.2176,1.00,27.39,0.97,35.8066,0.97,23.2486,0.97
