site,time_utc,time_local,temperature_c
B23,2024-03-20 15:41:59,2024-03-20 05:41:59,29.534
B23,2024-03-20 15:43:59,2024-03-20 05:43:59,29.5288
B23,2024-03-20 15:45:59,2024-03-20 05:45:59,29.521
B23,2024-03-20 15:47:59,2024-03-20 05:47:59,29.524
B23,2024-03-20 15:49:59,2024-03-20 05:49:59,29.532
B23,2024-03-20 15:51:59,2024-03-20 05:51:59,29.5346
B23,2024-03-20 15:53:59,2024-03-20 05:53:59,29.5287
B23,2024-03-20 15:55:59,2024-03-20 05:55:59,29.5138
B23,2024-03-20 15:57:59,2024-03-20 05:57:59,29.527
B23,2024-03-20 15:59:59,2024-03-20 05:59:59,29.5237
B23,2024-03-20 16:01:59,2024-03-20 06:01:59,29.5206
B23,2024-03-20 16:03:59,2024-03-20 06:03:59,29.5213
B23,2024-03-20 16:05:59,2024-03-20 06:05:59,29.5245
B23,2024-03-20 16:07:59,2024-03-20 06:07:59,29.5228
B23,2024-03-20 16:09:59,2024-03-20 06:09:59,29.516
B23,2024-03-20 16:11:59,2024-03-20 06:11:59,29.5152
B23,2024-03-20 16:13:59,2024-03-20 06:13:59,29.516
B23,2024-03-20 16:15:59,2024-03-20 06:15:59,29.509
B23,2024-03-20 16:17:59,2024-03-20 06:17:59,29.5086
B23,2024-03-20 16:19:59,2024-03-20 06:19:59,29.5066
B23,2024-03-20 16:21:59,2024-03-20 06:21:59,29.5004
B23,2024-03-20 16:23:59,2024-03-20 06:23:59,29.4966
B23,2024-03-20 16:25:59,2024-03-20 06:25:59,29.4977
B23,2024-03-20 16:27:59,2024-03-20 06:27:59,29.5
B23,2024-03-20 16:29:59,2024-03-20 06:29:59,29.4935
B23,2024-03-20 16:31:59,2024-03-20 06:31:59,29.4882
B23,2024-03-20 16:33:59,2024-03-20 06:33:59,29.4906
B23,2024-03-20 16:35:59,2024-03-20 06:35:59,29.4893
B23,2024-03-20 16:37:59,2024-03-20 06:37:59,29.4836
B23,2024-03-20 16:39:59,2024-03-20 06:39:59,29.4829
B23,2024-03-20 16:41:59,2024-03-20 06:41:59,29.4864
B23,2024-03-20 16:43:59,2024-03-20 06:43:59,29.4917
B23,2024-03-20 16:45:59,2024-03-20 06:45:59,29.4935
B23,2024-03-20 16:47:59,2024-03-20 06:47:59,29.5019
B23,2024-03-20 16:49:59,2024-03-20 06:49:59,29.5069
B23,2024-03-20 16:51:59,2024-03-20 06:51:59,29.5075
B23,2024-03-20 16:53:59,2024-03-20 06:53:59,29.5122
B23,2024-03-20 16:55:59,2024-03-20 06:55:59,29.5179
B23,2024-03-20 16:57:59,2024-03-20 06:57:59,29.5193
B23,2024-03-20 16:59:59,2024-03-20 06:59:59,29.5246
B23,2024-03-20 17:01:59,2024-03-20 07:01:59,29.519
B23,2024-03-20 17:03:59,2024-03-20 07:03:59,29.5158
B23,2024-03-20 17:05:59,2024-03-20 07:05:59,29.5171
B23,2024-03-20 17:07:59,2024-03-20 07:07:59,29.5202
B23,2024-03-20 17:09:59,2024-03-20 07:09:59,29.5145
B23,2024-03-20 17:11:59,2024-03-20 07:11:59,29.5151
B23,2024-03-20 17:13:59,2024-03-20 07:13:59,29.5091
B23,2024-03-20 17:15:59,2024-03-20 07:15:59,29.5138
B23,2024-03-20 17:17:59,2024-03-20 07:17:59,29.5048
B23,2024-03-20 17:19:59,2024-03-20 07:19:59,29.5137
B23,2024-03-20 17:21:59,2024-03-20 07:21:59,29.5153
B23,2024-03-20 17:23:59,2024-03-20 07:23:59,29.5158
B23,2024-03-20 17:25:59,2024-03-20 07:25:59,29.5281
B23,2024-03-20 17:27:59,2024-03-20 07:27:59,29.5384
B23,2024-03-20 17:29:59,2024-03-20 07:29:59,29.5363
B23,2024-03-20 17:31:59,2024-03-20 07:31:59,29.532
B23,2024-03-20 17:33:59,2024-03-20 07:33:59,29.5329
B23,2024-03-20 17:35:59,2024-03-20 07:35:59,29.5396
B23,2024-03-20 17:37:59,2024-03-20 07:37:59,29.5554
B23,2024-03-20 17:39:59,2024-03-20 07:39:59,29.5483
B23,2024-03-20 17:41:59,2024-03-20 07:41:59,29.5628
B23,2024-03-20 17:43:59,2024-03-20 07:43:59,29.5572
B23,2024-03-20 17:45:59,2024-03-20 07:45:59,29.574
B23,2024-03-20 17:47:59,2024-03-20 07:47:59,29.5763
B23,2024-03-20 17:49:59,2024-03-20 07:49:59,29.5886
B23,2024-03-20 17:51:59,2024-03-20 07:51:59,29.5989
B23,2024-03-20 17:53:59,2024-03-20 07:53:59,29.5954
B23,2024-03-20 17:55:59,2024-03-20 07:55:59,29.6094
B23,2024-03-20 17:57:59,2024-03-20 07:57:59,29.6097
B23,2024-03-20 17:59:59,2024-03-20 07:59:59,29.6189
B23,2024-03-20 18:01:59,2024-03-20 08:01:59,29.6324
B23,2024-03-20 18:03:59,2024-03-20 08:03:59,29.6314
B23,2024-03-20 18:05:59,2024-03-20 08:05:59,29.653
B23,2024-03-20 18:07:59,2024-03-20 08:07:59,29.6452
B23,2024-03-20 18:09:59,2024-03-20 08:09:59,29.6674
B23,2024-03-20 18:11:59,2024-03-20 08:11:59,29.6657
B23,2024-03-20 18:13:59,2024-03-20 08:13:59,29.6701
B23,2024-03-20 18:15:59,2024-03-20 08:15:59,29.6788
B23,2024-03-20 18:17:59,2024-03-20 08:17:59,29.7027
B23,2024-03-20 18:19:59,2024-03-20 08:19:59,29.6932
B23,2024-03-20 18:21:59,2024-03-20 08:21:59,29.6982
B23,2024-03-20 18:23:59,2024-03-20 08:23:59,29.7167
B23,2024-03-20 18:25:59,2024-03-20 08:25:59,29.7271
B23,2024-03-20 18:27:59,2024-03-20 08:27:59,29.7365
B23,2024-03-20 18:29:59,2024-03-20 08:29:59,29.7654
B23,2024-03-20 18:31:59,2024-03-20 08:31:59,29.7617
B23,2024-03-20 18:33:59,2024-03-20 08:33:59,29.7636
B23,2024-03-20 18:35:59,2024-03-20 08:35:59,29.768
B23,2024-03-20 18:37:59,2024-03-20 08:37:59,29.7924
B23,2024-03-20 18:39:59,2024-03-20 08:39:59,29.7939
B23,2024-03-20 18:41:59,2024-03-20 08:41:59,29.8077
B23,2024-03-20 18:43:59,2024-03-20 08:43:59,29.8164
B23,2024-03-20 18:45:59,2024-03-20 08:45:59,29.8255
B23,2024-03-20 18:47:59,2024-03-20 08:47:59,29.8472
B23,2024-03-20 18:49:59,2024-03-20 08:49:59,29.8668
B23,2024-03-20 18:51:59,2024-03-20 08:51:59,29.8594
B23,2024-03-20 18:53:59,2024-03-20 08:53:59,29.8946
B23,2024-03-20 18:55:59,2024-03-20 08:55:59,29.9069
B23,2024-03-20 18:57:59,2024-03-20 08:57:59,29.9221
B23,2024-03-20 18:59:59,2024-03-20 08:59:59,29.9412
B23,2024-03-20 19:01:59,2024-03-20 09:01:59,29.9608
B23,2024-03-20 19:03:59,2024-03-20 09:03:59,30.0084
B23,2024-03-20 19:05:59,2024-03-20 09:05:59,29.9856
B23,2024-03-20 19:07:59,2024-03-20 09:07:59,30.0227
B23,2024-03-20 19:09:59,2024-03-20 09:09:59,30.062
B23,2024-03-20 19:11:59,2024-03-20 09:11:59,30.0664
B23,2024-03-20 19:13:59,2024-03-20 09:13:59,30.0906
B23,2024-03-20 19:15:59,2024-03-20 09:15:59,30.1053
B23,2024-03-20 19:17:59,2024-03-20 09:17:59,30.1088
B23,2024-03-20 19:19:59,2024-03-20 09:19:59,30.143
B23,2024-03-20 19:21:59,2024-03-20 09:21:59,30.1348
B23,2024-03-20 19:23:59,2024-03-20 09:23:59,30.1556
B23,2024-03-20 19:25:59,2024-03-20 09:25:59,30.164
B23,2024-03-20 19:27:59,2024-03-20 09:27:59,30.176
B23,2024-03-20 19:29:59,2024-03-20 09:29:59,30.2109
B23,2024-03-20 19:31:59,2024-03-20 09:31:59,30.1944
B23,2024-03-20 19:33:59,2024-03-20 09:33:59,30.2594
B23,2024-03-20 19:35:59,2024-03-20 09:35:59,30.2543
B23,2024-03-20 19:37:59,2024-03-20 09:37:59,30.282
B23,2024-03-20 19:39:59,2024-03-20 09:39:59,30.2566
B23,2024-03-20 19:41:59,2024-03-20 09:41:59,30.2879
B23,2024-03-20 19:43:59,2024-03-20 09:43:59,30.2873
B23,2024-03-20 19:45:59,2024-03-20 09:45:59,30.3045
B23,2024-03-20 19:47:59,2024-03-20 09:47:59,30.3347
B23,2024-03-20 19:49:59,2024-03-20 09:49:59,30.3092
B23,2024-03-20 19:51:59,2024-03-20 09:51:59,30.3368
B23,2024-03-20 19:53:59,2024-03-20 09:53:59,30.3289
B23,2024-03-20 19:55:59,2024-03-20 09:55:59,30.3243
B23,2024-03-20 19:57:59,2024-03-20 09:57:59,30.3101
B23,2024-03-20 19:59:59,2024-03-20 09:59:59,30.3221
B23,2024-03-20 20:01:59,2024-03-20 10:01:59,30.3217
B23,2024-03-20 20:03:59,2024-03-20 10:03:59,30.3425
B23,2024-03-20 20:05:59,2024-03-20 10:05:59,30.332
B23,2024-03-20 20:07:59,2024-03-20 10:07:59,30.344
B23,2024-03-20 20:09:59,2024-03-20 10:09:59,30.3409
B23,2024-03-20 20:11:59,2024-03-20 10:11:59,30.3723
B23,2024-03-20 20:13:59,2024-03-20 10:13:59,30.3544
B23,2024-03-20 20:15:59,2024-03-20 10:15:59,30.349
B23,2024-03-20 20:17:59,2024-03-20 10:17:59,30.3359
B23,2024-03-20 20:19:59,2024-03-20 10:19:59,30.3902
B23,2024-03-20 20:21:59,2024-03-20 10:21:59,30.3849
B23,2024-03-20 20:23:59,2024-03-20 10:23:59,30.4041
B23,2024-03-20 20:25:59,2024-03-20 10:25:59,30.4342
B23,2024-03-20 20:27:59,2024-03-20 10:27:59,30.4202
B23,2024-03-20 20:29:59,2024-03-20 10:29:59,30.4283
B23,2024-03-20 20:31:59,2024-03-20 10:31:59,30.4602
B23,2024-03-20 20:33:59,2024-03-20 10:33:59,30.437
B23,2024-03-20 20:35:59,2024-03-20 10:35:59,30.3903
B23,2024-03-20 20:37:59,2024-03-20 10:37:59,30.3796
B23,2024-03-20 20:39:59,2024-03-20 10:39:59,30.4135
B23,2024-03-20 20:41:59,2024-03-20 10:41:59,30.388
B23,2024-03-20 20:43:59,2024-03-20 10:43:59,30.371
B23,2024-03-20 20:45:59,2024-03-20 10:45:59,30.381
B23,2024-03-20 20:47:59,2024-03-20 10:47:59,30.378
B23,2024-03-20 20:49:59,2024-03-20 10:49:59,30.3907
B23,2024-03-20 20:51:59,2024-03-20 10:51:59,30.4445
B23,2024-03-20 20:53:59,2024-03-20 10:53:59,30.37
B23,2024-03-20 20:55:59,2024-03-20 10:55:59,30.4202
B23,2024-03-20 20:57:59,2024-03-20 10:57:59,30.3989
B23,2024-03-20 20:59:59,2024-03-20 10:59:59,30.4431
B23,2024-03-20 21:01:59,2024-03-20 11:01:59,30.455
B23,2024-03-20 21:03:59,2024-03-20 11:03:59,30.4697
B23,2024-03-20 21:05:59,2024-03-20 11:05:59,30.4527
B23,2024-03-20 21:07:59,2024-03-20 11:07:59,30.4259
B23,2024-03-20 21:09:59,2024-03-20 11:09:59,30.4064
B23,2024-03-20 21:11:59,2024-03-20 11:11:59,30.4309
B23,2024-03-20 21:13:59,2024-03-20 11:13:59,30.3979
B23,2024-03-20 21:15:59,2024-03-20 11:15:59,30.3894
B23,2024-03-20 21:17:59,2024-03-20 11:17:59,30.3656
B23,2024-03-20 21:19:59,2024-03-20 11:19:59,30.3817
B23,2024-03-20 21:21:59,2024-03-20 11:21:59,30.3548
B23,2024-03-20 21:23:59,2024-03-20 11:23:59,30.4146
B23,2024-03-20 21:25:59,2024-03-20 11:25:59,30.3831
B23,2024-03-20 21:27:59,2024-03-20 11:27:59,30.4032
B23,2024-03-20 21:29:59,2024-03-20 11:29:59,30.4023
B23,2024-03-20 21:31:59,2024-03-20 11:31:59,30.4275
B23,2024-03-20 21:33:59,2024-03-20 11:33:59,30.3956
B23,2024-03-20 21:35:59,2024-03-20 11:35:59,30.4191
B23,2024-03-20 21:37:59,2024-03-20 11:37:59,30.4052
B23,2024-03-20 21:39:59,2024-03-20 11:39:59,30.4819
B23,2024-03-20 21:41:59,2024-03-20 11:41:59,30.467
B23,2024-03-20 21:43:59,2024-03-20 11:43:59,30.438
B23,2024-03-20 21:45:59,2024-03-20 11:45:59,30.4783
B23,2024-03-20 21:47:59,2024-03-20 11:47:59,30.4744
B23,2024-03-20 21:49:59,2024-03-20 11:49:59,30.4712
B23,2024-03-20 21:51:59,2024-03-20 11:51:59,30.4482
B23,2024-03-20 21:53:59,2024-03-20 11:53:59,30.4627
B23,2024-03-20 21:55:59,2024-03-20 11:55:59,30.4618
B23,2024-03-20 21:57:59,2024-03-20 11:57:59,30.4161
B23,2024-03-20 21:59:59,2024-03-20 11:59:59,30.4597
B23,2024-03-20 22:01:59,2024-03-20 12:01:59,30.4688
B23,2024-03-20 22:03:59,2024-03-20 12:03:59,30.4875
B23,2024-03-20 22:05:59,2024-03-20 12:05:59,30.4661
B23,2024-03-20 22:07:59,2024-03-20 12:07:59,30.4386
B23,2024-03-20 22:09:59,2024-03-20 12:09:59,30.4841
B23,2024-03-20 22:11:59,2024-03-20 12:11:59,30.5203
B23,2024-03-20 22:13:59,2024-03-20 12:13:59,30.5211
B23,2024-03-20 22:15:59,2024-03-20 12:15:59,30.5399
B23,2024-03-20 22:17:59,2024-03-20 12:17:59,30.5136
B23,2024-03-20 22:19:59,2024-03-20 12:19:59,30.5016
B23,2024-03-20 22:21:59,2024-03-20 12:21:59,30.5168
B23,2024-03-20 22:23:59,2024-03-20 12:23:59,30.5691
B23,2024-03-20 22:25:59,2024-03-20 12:25:59,30.5486
B23,2024-03-20 22:27:59,2024-03-20 12:27:59,30.5662
B23,2024-03-20 22:29:59,2024-03-20 12:29:59,30.5396
B23,2024-03-20 22:31:59,2024-03-20 12:31:59,30.563
B23,2024-03-20 22:33:59,2024-03-20 12:33:59,30.5622
B23,2024-03-20 22:35:59,2024-03-20 12:35:59,30.5309
B23,2024-03-20 22:37:59,2024-03-20 12:37:59,30.5017
B23,2024-03-20 22:39:59,2024-03-20 12:39:59,30.5314
B23,2024-03-20 22:41:59,2024-03-20 12:41:59,30.5153
B23,2024-03-20 22:43:59,2024-03-20 12:43:59,30.5441
B23,2024-03-20 22:45:59,2024-03-20 12:45:59,30.5456
B23,2024-03-20 22:47:59,2024-03-20 12:47:59,30.5357
B23,2024-03-20 22:49:59,2024-03-20 12:49:59,30.6117
B23,2024-03-20 22:51:59,2024-03-20 12:51:59,30.5403
B23,2024-03-20 22:53:59,2024-03-20 12:53:59,30.5242
B23,2024-03-20 22:55:59,2024-03-20 12:55:59,30.5779
B23,2024-03-20 22:57:59,2024-03-20 12:57:59,30.5555
B23,2024-03-20 22:59:59,2024-03-20 12:59:59,30.5618
B23,2024-03-20 23:01:59,2024-03-20 13:01:59,30.6392
B23,2024-03-20 23:03:59,2024-03-20 13:03:59,30.6209
B23,2024-03-20 23:05:59,2024-03-20 13:05:59,30.5873
B23,2024-03-20 23:07:59,2024-03-20 13:07:59,30.6354
B23,2024-03-20 23:09:59,2024-03-20 13:09:59,30.5963
B23,2024-03-20 23:11:59,2024-03-20 13:11:59,30.5746
B23,2024-03-20 23:13:59,2024-03-20 13:13:59,30.6275
B23,2024-03-20 23:15:59,2024-03-20 13:15:59,30.6248
B23,2024-03-20 23:17:59,2024-03-20 13:17:59,30.6523
B23,2024-03-20 23:19:59,2024-03-20 13:19:59,30.5995
B23,2024-03-20 23:21:59,2024-03-20 13:21:59,30.625
B23,2024-03-20 23:23:59,2024-03-20 13:23:59,30.5695
B23,2024-03-20 23:25:59,2024-03-20 13:25:59,30.6115
B23,2024-03-20 23:27:59,2024-03-20 13:27:59,30.5873
B23,2024-03-20 23:29:59,2024-03-20 13:29:59,30.5789
B23,2024-03-20 23:31:59,2024-03-20 13:31:59,30.5871
B23,2024-03-20 23:33:59,2024-03-20 13:33:59,30.6843
B23,2024-03-20 23:35:59,2024-03-20 13:35:59,30.7172
B23,2024-03-20 23:37:59,2024-03-20 13:37:59,30.6104
B23,2024-03-20 23:39:59,2024-03-20 13:39:59,30.6375
B23,2024-03-20 23:41:59,2024-03-20 13:41:59,30.6329
B23,2024-03-20 23:43:59,2024-03-20 13:43:59,30.6041
B23,2024-03-20 23:45:59,2024-03-20 13:45:59,30.6153
B23,2024-03-20 23:47:59,2024-03-20 13:47:59,30.6845
B23,2024-03-20 23:49:59,2024-03-20 13:49:59,30.635
B23,2024-03-20 23:51:59,2024-03-20 13:51:59,30.6154
B23,2024-03-20 23:53:59,2024-03-20 13:53:59,30.639
B23,2024-03-20 23:55:59,2024-03-20 13:55:59,30.6216
B23,2024-03-20 23:57:59,2024-03-20 13:57:59,30.6567
B23,2024-03-20 23:59:59,2024-03-20 13:59:59,30.7052
B23,2024-03-21 00:01:59,2024-03-20 14:01:59,30.5992
B23,2024-03-21 00:03:59,2024-03-20 14:03:59,30.5552
B23,2024-03-21 00:05:59,2024-03-20 14:05:59,30.5763
B23,2024-03-21 00:07:59,2024-03-20 14:07:59,30.6292
B23,2024-03-21 00:09:59,2024-03-20 14:09:59,30.5899
B23,2024-03-21 00:11:59,2024-03-20 14:11:59,30.6133
B23,2024-03-21 00:13:59,2024-03-20 14:13:59,30.6414
B23,2024-03-21 00:15:59,2024-03-20 14:15:59,30.5895
B23,2024-03-21 00:17:59,2024-03-20 14:17:59,30.5614
B23,2024-03-21 00:19:59,2024-03-20 14:19:59,30.5761
B23,2024-03-21 00:21:59,2024-03-20 14:21:59,30.5763
B23,2024-03-21 00:23:59,2024-03-20 14:23:59,30.5589
B23,2024-03-21 00:25:59,2024-03-20 14:25:59,30.6781
B23,2024-03-21 00:27:59,2024-03-20 14:27:59,30.5961
B23,2024-03-21 00:29:59,2024-03-20 14:29:59,30.5375
B23,2024-03-21 00:31:59,2024-03-20 14:31:59,30.6229
B23,2024-03-21 00:33:59,2024-03-20 14:33:59,30.5388
B23,2024-03-21 00:35:59,2024-03-20 14:35:59,30.6633
B23,2024-03-21 00:37:59,2024-03-20 14:37:59,30.6283
B23,2024-03-21 00:39:59,2024-03-20 14:39:59,30.6666
B23,2024-03-21 00:41:59,2024-03-20 14:41:59,30.5727
B23,2024-03-21 00:43:59,2024-03-20 14:43:59,30.6647
B23,2024-03-21 00:45:59,2024-03-20 14:45:59,30.5468
B23,2024-03-21 00:47:59,2024-03-20 14:47:59,30.627
B23,2024-03-21 00:49:59,2024-03-20 14:49:59,30.5967
B23,2024-03-21 00:51:59,2024-03-20 14:51:59,30.5998
B23,2024-03-21 00:53:59,2024-03-20 14:53:59,30.5596
B23,2024-03-21 00:55:59,2024-03-20 14:55:59,30.6258
B23,2024-03-21 00:57:59,2024-03-20 14:57:59,30.5061
B23,2024-03-21 00:59:59,2024-03-20 14:59:59,30.5763
B23,2024-03-21 01:01:59,2024-03-20 15:01:59,30.6139
B23,2024-03-21 01:03:59,2024-03-20 15:03:59,30.5414
B23,2024-03-21 01:05:59,2024-03-20 15:05:59,30.5526
B23,2024-03-21 01:07:59,2024-03-20 15:07:59,30.5748
B23,2024-03-21 01:09:59,2024-03-20 15:09:59,30.5951
B23,2024-03-21 01:11:59,2024-03-20 15:11:59,30.5317
B23,2024-03-21 01:13:59,2024-03-20 15:13:59,30.5674
B23,2024-03-21 01:15:59,2024-03-20 15:15:59,30.5035
B23,2024-03-21 01:17:59,2024-03-20 15:17:59,30.5926
B23,2024-03-21 01:19:59,2024-03-20 15:19:59,30.5927
B23,2024-03-21 01:21:59,2024-03-20 15:21:59,30.5908
B23,2024-03-21 01:23:59,2024-03-20 15:23:59,30.5529
B23,2024-03-21 01:25:59,2024-03-20 15:25:59,30.5212
B23,2024-03-21 01:27:59,2024-03-20 15:27:59,30.5875
B23,2024-03-21 01:29:59,2024-03-20 15:29:59,30.5371
B23,2024-03-21 01:31:59,2024-03-20 15:31:59,30.5443
B23,2024-03-21 01:33:59,2024-03-20 15:33:59,30.4972
B23,2024-03-21 01:35:59,2024-03-20 15:35:59,30.4902
B23,2024-03-21 01:37:59,2024-03-20 15:37:59,30.5003
B23,2024-03-21 01:39:59,2024-03-20 15:39:59,30.5271
B23,2024-03-21 01:41:59,2024-03-20 15:41:59,30.4785
B23,2024-03-21 01:43:59,2024-03-20 15:43:59,30.5545
B23,2024-03-21 01:45:59,2024-03-20 15:45:59,30.4882
B23,2024-03-21 01:47:59,2024-03-20 15:47:59,30.4712
B23,2024-03-21 01:49:59,2024-03-20 15:49:59,30.4812
B23,2024-03-21 01:51:59,2024-03-20 15:51:59,30.519
B23,2024-03-21 01:53:59,2024-03-20 15:53:59,30.4778
B23,2024-03-21 01:55:59,2024-03-20 15:55:59,30.4925
B23,2024-03-21 01:57:59,2024-03-20 15:57:59,30.4729
B23,2024-03-21 01:59:59,2024-03-20 15:59:59,30.5213
B23,2024-03-21 02:01:59,2024-03-20 16:01:59,30.4669
B23,2024-03-21 02:03:59,2024-03-20 16:03:59,30.4845
B23,2024-03-21 02:05:59,2024-03-20 16:05:59,30.519
B23,2024-03-21 02:07:59,2024-03-20 16:07:59,30.4723
B23,2024-03-21 02:09:59,2024-03-20 16:09:59,30.4758
B23,2024-03-21 02:11:59,2024-03-20 16:11:59,30.4739
B23,2024-03-21 02:13:59,2024-03-20 16:13:59,30.4679
B23,2024-03-21 02:15:59,2024-03-20 16:15:59,30.4458
B23,2024-03-21 02:17:59,2024-03-20 16:17:59,30.4382
B23,2024-03-21 02:19:59,2024-03-20 16:19:59,30.4449
B23,2024-03-21 02:21:59,2024-03-20 16:21:59,30.4572
B23,2024-03-21 02:23:59,2024-03-20 16:23:59,30.4546
B23,2024-03-21 02:25:59,2024-03-20 16:25:59,30.4372
B23,2024-03-21 02:27:59,2024-03-20 16:27:59,30.408
B23,2024-03-21 02:29:59,2024-03-20 16:29:59,30.4169
B23,2024-03-21 02:31:59,2024-03-20 16:31:59,30.4085
B23,2024-03-21 02:33:59,2024-03-20 16:33:59,30.4112
B23,2024-03-21 02:35:59,2024-03-20 16:35:59,30.3815
B23,2024-03-21 02:37:59,2024-03-20 16:37:59,30.3582
B23,2024-03-21 02:39:59,2024-03-20 16:39:59,30.3438
B23,2024-03-21 02:41:59,2024-03-20 16:41:59,30.3908
B23,2024-03-21 02:43:59,2024-03-20 16:43:59,30.3379
B23,2024-03-21 02:45:59,2024-03-20 16:45:59,30.3368
B23,2024-03-21 02:47:59,2024-03-20 16:47:59,30.3348
B23,2024-03-21 02:49:59,2024-03-20 16:49:59,30.3329
B23,2024-03-21 02:51:59,2024-03-20 16:51:59,30.3208
B23,2024-03-21 02:53:59,2024-03-20 16:53:59,30.3172
B23,2024-03-21 02:55:59,2024-03-20 16:55:59,30.3153
B23,2024-03-21 02:57:59,2024-03-20 16:57:59,30.3056
B23,2024-03-21 02:59:59,2024-03-20 16:59:59,30.3148
B23,2024-03-21 03:01:59,2024-03-20 17:01:59,30.301
B23,2024-03-21 03:03:59,2024-03-20 17:03:59,30.2927
B23,2024-03-21 03:05:59,2024-03-20 17:05:59,30.2764
B23,2024-03-21 03:07:59,2024-03-20 17:07:59,30.271
B23,2024-03-21 03:09:59,2024-03-20 17:09:59,30.2676
B23,2024-03-21 03:11:59,2024-03-20 17:11:59,30.2581
B23,2024-03-21 03:13:59,2024-03-20 17:13:59,30.2584
B23,2024-03-21 03:15:59,2024-03-20 17:15:59,30.2439
B23,2024-03-21 03:17:59,2024-03-20 17:17:59,30.2377
B23,2024-03-21 03:19:59,2024-03-20 17:19:59,30.2314
B23,2024-03-21 03:21:59,2024-03-20 17:21:59,30.2403
B23,2024-03-21 03:23:59,2024-03-20 17:23:59,30.2353
B23,2024-03-21 03:25:59,2024-03-20 17:25:59,30.2207
B23,2024-03-21 03:27:59,2024-03-20 17:27:59,30.2164
B23,2024-03-21 03:29:59,2024-03-20 17:29:59,30.2032
B23,2024-03-21 03:31:59,2024-03-20 17:31:59,30.2087
B23,2024-03-21 03:33:59,2024-03-20 17:33:59,30.1942
B23,2024-03-21 03:35:59,2024-03-20 17:35:59,30.1853
B23,2024-03-21 03:37:59,2024-03-20 17:37:59,30.1811
B23,2024-03-21 03:39:59,2024-03-20 17:39:59,30.1734
B23,2024-03-21 03:41:59,2024-03-20 17:41:59,30.1461
B23,2024-03-21 03:43:59,2024-03-20 17:43:59,30.1512
B23,2024-03-21 03:45:59,2024-03-20 17:45:59,30.1368
B23,2024-03-21 03:47:59,2024-03-20 17:47:59,30.1115
B23,2024-03-21 03:49:59,2024-03-20 17:49:59,30.1058
B23,2024-03-21 03:51:59,2024-03-20 17:51:59,30.0938
B23,2024-03-21 03:53:59,2024-03-20 17:53:59,30.0829
B23,2024-03-21 03:55:59,2024-03-20 17:55:59,30.0824
B23,2024-03-21 03:57:59,2024-03-20 17:57:59,30.0627
B23,2024-03-21 03:59:59,2024-03-20 17:59:59,30.0484
B23,2024-03-21 04:01:59,2024-03-20 18:01:59,30.0418
B23,2024-03-21 04:03:59,2024-03-20 18:03:59,30.0269
B23,2024-03-21 04:05:59,2024-03-20 18:05:59,30.0386
B23,2024-03-21 04:07:59,2024-03-20 18:07:59,30.0337
B23,2024-03-21 04:09:59,2024-03-20 18:09:59,30.0347
B23,2024-03-21 04:11:59,2024-03-20 18:11:59,30.0266
B23,2024-03-21 04:13:59,2024-03-20 18:13:59,30.0202
B23,2024-03-21 04:15:59,2024-03-20 18:15:59,30.0083
B23,2024-03-21 04:17:59,2024-03-20 18:17:59,30.0047
B23,2024-03-21 04:19:59,2024-03-20 18:19:59,29.9985
B23,2024-03-21 04:21:59,2024-03-20 18:21:59,29.994
B23,2024-03-21 04:23:59,2024-03-20 18:23:59,29.9956
B23,2024-03-21 04:25:59,2024-03-20 18:25:59,29.9925
B23,2024-03-21 04:27:59,2024-03-20 18:27:59,29.9917
B23,2024-03-21 04:29:59,2024-03-20 18:29:59,29.9894
B23,2024-03-21 04:31:59,2024-03-20 18:31:59,29.985
B23,2024-03-21 04:33:59,2024-03-20 18:33:59,29.9832
B23,2024-03-21 04:35:59,2024-03-20 18:35:59,29.9807
B23,2024-03-21 04:37:59,2024-03-20 18:37:59,29.9817
B23,2024-03-21 04:39:59,2024-03-20 18:39:59,29.9771
B23,2024-03-21 04:41:59,2024-03-20 18:41:59,29.9742
B23,2024-03-21 04:43:59,2024-03-20 18:43:59,29.9713
B23,2024-03-21 04:45:59,2024-03-20 18:45:59,29.9691
B23,2024-03-21 04:47:59,2024-03-20 18:47:59,29.9621
B23,2024-03-21 04:49:59,2024-03-20 18:49:59,29.9584
B23,2024-03-21 04:51:59,2024-03-20 18:51:59,29.9574
B23,2024-03-21 04:53:59,2024-03-20 18:53:59,29.9473
B23,2024-03-21 04:55:59,2024-03-20 18:55:59,29.9448
B23,2024-03-21 04:57:59,2024-03-20 18:57:59,29.9404
B23,2024-03-21 04:59:59,2024-03-20 18:59:59,29.9311
B23,2024-03-21 05:01:59,2024-03-20 19:01:59,29.9235
B23,2024-03-21 05:03:59,2024-03-20 19:03:59,29.9205
B23,2024-03-21 05:05:59,2024-03-20 19:05:59,29.9153
B23,2024-03-21 05:07:59,2024-03-20 19:07:59,29.9133
B23,2024-03-21 05:09:59,2024-03-20 19:09:59,29.9112
B23,2024-03-21 05:11:59,2024-03-20 19:11:59,29.9055
B23,2024-03-21 05:13:59,2024-03-20 19:13:59,29.9024
B23,2024-03-21 05:15:59,2024-03-20 19:15:59,29.8994
B23,2024-03-21 05:17:59,2024-03-20 19:17:59,29.8974
B23,2024-03-21 05:19:59,2024-03-20 19:19:59,29.8964
B23,2024-03-21 05:21:59,2024-03-20 19:21:59,29.8927
B23,2024-03-21 05:23:59,2024-03-20 19:23:59,29.8915
