site,time_utc,time_local,temperature_c
B23,2023-08-29 19:13:59,2023-08-29 09:13:59,26.7669
B23,2023-08-29 19:15:59,2023-08-29 09:15:59,26.7797
B23,2023-08-29 19:17:59,2023-08-29 09:17:59,26.7955
B23,2023-08-29 19:19:59,2023-08-29 09:19:59,26.7854
B23,2023-08-29 19:21:59,2023-08-29 09:21:59,26.7833
B23,2023-08-29 19:23:59,2023-08-29 09:23:59,26.8095
B23,2023-08-29 19:25:59,2023-08-29 09:25:59,26.7814
B23,2023-08-29 19:27:59,2023-08-29 09:27:59,26.8081
B23,2023-08-29 19:29:59,2023-08-29 09:29:59,26.8134
B23,2023-08-29 19:31:59,2023-08-29 09:31:59,26.8223
B23,2023-08-29 19:33:59,2023-08-29 09:33:59,26.819
B23,2023-08-29 19:35:59,2023-08-29 09:35:59,26.825
B23,2023-08-29 19:37:59,2023-08-29 09:37:59,26.8509
B23,2023-08-29 19:39:59,2023-08-29 09:39:59,26.8328
B23,2023-08-29 19:41:59,2023-08-29 09:41:59,26.8391
B23,2023-08-29 19:43:59,2023-08-29 09:43:59,26.8296
B23,2023-08-29 19:45:59,2023-08-29 09:45:59,26.8463
B23,2023-08-29 19:47:59,2023-08-29 09:47:59,26.848
B23,2023-08-29 19:49:59,2023-08-29 09:49:59,26.8316
B23,2023-08-29 19:51:59,2023-08-29 09:51:59,26.8195
B23,2023-08-29 19:53:59,2023-08-29 09:53:59,26.8283
B23,2023-08-29 19:55:59,2023-08-29 09:55:59,26.8068
B23,2023-08-29 19:57:59,2023-08-29 09:57:59,26.8145
B23,2023-08-29 19:59:59,2023-08-29 09:59:59,26.8142
B23,2023-08-29 20:01:59,2023-08-29 10:01:59,26.8255
B23,2023-08-29 20:03:59,2023-08-29 10:03:59,26.838
B23,2023-08-29 20:05:59,2023-08-29 10:05:59,26.8066
B23,2023-08-29 20:07:59,2023-08-29 10:07:59,26.8162
B23,2023-08-29 20:09:59,2023-08-29 10:09:59,26.8051
B23,2023-08-29 20:11:59,2023-08-29 10:11:59,26.8026
B23,2023-08-29 20:13:59,2023-08-29 10:13:59,26.8128
B23,2023-08-29 20:15:59,2023-08-29 10:15:59,26.798
B23,2023-08-29 20:17:59,2023-08-29 10:17:59,26.8078
B23,2023-08-29 20:19:59,2023-08-29 10:19:59,26.8059
B23,2023-08-29 20:21:59,2023-08-29 10:21:59,26.79
B23,2023-08-29 20:23:59,2023-08-29 10:23:59,26.7845
B23,2023-08-29 20:25:59,2023-08-29 10:25:59,26.8001
B23,2023-08-29 20:27:59,2023-08-29 10:27:59,26.8182
B23,2023-08-29 20:29:59,2023-08-29 10:29:59,26.8003
B23,2023-08-29 20:31:59,2023-08-29 10:31:59,26.7903
B23,2023-08-29 20:33:59,2023-08-29 10:33:59,26.8121
B23,2023-08-29 20:35:59,2023-08-29 10:35:59,26.8167
B23,2023-08-29 20:37:59,2023-08-29 10:37:59,26.8097
B23,2023-08-29 20:39:59,2023-08-29 10:39:59,26.8286
B23,2023-08-29 20:41:59,2023-08-29 10:41:59,26.8398
B23,2023-08-29 20:43:59,2023-08-29 10:43:59,26.8277
B23,2023-08-29 20:45:59,2023-08-29 10:45:59,26.8119
B23,2023-08-29 20:47:59,2023-08-29 10:47:59,26.8562
B23,2023-08-29 20:49:59,2023-08-29 10:49:59,26.8377
B23,2023-08-29 20:51:59,2023-08-29 10:51:59,26.8265
B23,2023-08-29 20:53:59,2023-08-29 10:53:59,26.8331
B23,2023-08-29 20:55:59,2023-08-29 10:55:59,26.8301
B23,2023-08-29 20:57:59,2023-08-29 10:57:59,26.8268
B23,2023-08-29 20:59:59,2023-08-29 10:59:59,26.8413
B23,2023-08-29 21:01:59,2023-08-29 11:01:59,26.8296
B23,2023-08-29 21:03:59,2023-08-29 11:03:59,26.8215
B23,2023-08-29 21:05:59,2023-08-29 11:05:59,26.8335
B23,2023-08-29 21:07:59,2023-08-29 11:07:59,26.8062
B23,2023-08-29 21:09:59,2023-08-29 11:09:59,26.8216
B23,2023-08-29 21:11:59,2023-08-29 11:11:59,26.8329
B23,2023-08-29 21:13:59,2023-08-29 11:13:59,26.8255
B23,2023-08-29 21:15:59,2023-08-29 11:15:59,26.8149
B23,2023-08-29 21:17:59,2023-08-29 11:17:59,26.7939
B23,2023-08-29 21:19:59,2023-08-29 11:19:59,26.8019
B23,2023-08-29 21:21:59,2023-08-29 11:21:59,26.7954
B23,2023-08-29 21:23:59,2023-08-29 11:23:59,26.7897
B23,2023-08-29 21:25:59,2023-08-29 11:25:59,26.7931
B23,2023-08-29 21:27:59,2023-08-29 11:27:59,26.8105
B23,2023-08-29 21:29:59,2023-08-29 11:29:59,26.7769
B23,2023-08-29 21:31:59,2023-08-29 11:31:59,26.7721
B23,2023-08-29 21:33:59,2023-08-29 11:33:59,26.7621
B23,2023-08-29 21:35:59,2023-08-29 11:35:59,26.7603
B23,2023-08-29 21:37:59,2023-08-29 11:37:59,26.7525
B23,2023-08-29 21:39:59,2023-08-29 11:39:59,26.7534
B23,2023-08-29 21:41:59,2023-08-29 11:41:59,26.7507
B23,2023-08-29 21:43:59,2023-08-29 11:43:59,26.7407
B23,2023-08-29 21:45:59,2023-08-29 11:45:59,26.7336
B23,2023-08-29 21:47:59,2023-08-29 11:47:59,26.7296
B23,2023-08-29 21:49:59,2023-08-29 11:49:59,26.7268
B23,2023-08-29 21:51:59,2023-08-29 11:51:59,26.7247
B23,2023-08-29 21:53:59,2023-08-29 11:53:59,26.7308
B23,2023-08-29 21:55:59,2023-08-29 11:55:59,26.7179
B23,2023-08-29 21:57:59,2023-08-29 11:57:59,26.7153
B23,2023-08-29 21:59:59,2023-08-29 11:59:59,26.7125
B23,2023-08-29 22:01:59,2023-08-29 12:01:59,26.7062
B23,2023-08-29 22:03:59,2023-08-29 12:03:59,26.705
B23,2023-08-29 22:05:59,2023-08-29 12:05:59,26.7149
B23,2023-08-29 22:07:59,2023-08-29 12:07:59,26.7096
B23,2023-08-29 22:09:59,2023-08-29 12:09:59,26.7276
B23,2023-08-29 22:11:59,2023-08-29 12:11:59,26.7302
B23,2023-08-29 22:13:59,2023-08-29 12:13:59,26.7209
B23,2023-08-29 22:15:59,2023-08-29 12:15:59,26.7277
B23,2023-08-29 22:17:59,2023-08-29 12:17:59,26.7458
B23,2023-08-29 22:19:59,2023-08-29 12:19:59,26.7438
B23,2023-08-29 22:21:59,2023-08-29 12:21:59,26.7291
B23,2023-08-29 22:23:59,2023-08-29 12:23:59,26.7357
B23,2023-08-29 22:25:59,2023-08-29 12:25:59,26.7317
B23,2023-08-29 22:27:59,2023-08-29 12:27:59,26.7334
B23,2023-08-29 22:29:59,2023-08-29 12:29:59,26.7348
B23,2023-08-29 22:31:59,2023-08-29 12:31:59,26.7317
B23,2023-08-29 22:33:59,2023-08-29 12:33:59,26.743
B23,2023-08-29 22:35:59,2023-08-29 12:35:59,26.7293
B23,2023-08-29 22:37:59,2023-08-29 12:37:59,26.7612
B23,2023-08-29 22:39:59,2023-08-29 12:39:59,26.7295
B23,2023-08-29 22:41:59,2023-08-29 12:41:59,26.7256
B23,2023-08-29 22:43:59,2023-08-29 12:43:59,26.7254
B23,2023-08-29 22:45:59,2023-08-29 12:45:59,26.7285
B23,2023-08-29 22:47:59,2023-08-29 12:47:59,26.7129
B23,2023-08-29 22:49:59,2023-08-29 12:49:59,26.7064
B23,2023-08-29 22:51:59,2023-08-29 12:51:59,26.7067
B23,2023-08-29 22:53:59,2023-08-29 12:53:59,26.7007
B23,2023-08-29 22:55:59,2023-08-29 12:55:59,26.6999
B23,2023-08-29 22:57:59,2023-08-29 12:57:59,26.7022
B23,2023-08-29 22:59:59,2023-08-29 12:59:59,26.6992
B23,2023-08-29 23:01:59,2023-08-29 13:01:59,26.7019
B23,2023-08-29 23:03:59,2023-08-29 13:03:59,26.695
B23,2023-08-29 23:05:59,2023-08-29 13:05:59,26.7042
B23,2023-08-29 23:07:59,2023-08-29 13:07:59,26.7098
B23,2023-08-29 23:09:59,2023-08-29 13:09:59,26.7082
B23,2023-08-29 23:11:59,2023-08-29 13:11:59,26.703
B23,2023-08-29 23:13:59,2023-08-29 13:13:59,26.6995
B23,2023-08-29 23:15:59,2023-08-29 13:15:59,26.7063
B23,2023-08-29 23:17:59,2023-08-29 13:17:59,26.6997
B23,2023-08-29 23:19:59,2023-08-29 13:19:59,26.6939
B23,2023-08-29 23:21:59,2023-08-29 13:21:59,26.6968
B23,2023-08-29 23:23:59,2023-08-29 13:23:59,26.7058
B23,2023-08-29 23:25:59,2023-08-29 13:25:59,26.6992
B23,2023-08-29 23:27:59,2023-08-29 13:27:59,26.7017
B23,2023-08-29 23:29:59,2023-08-29 13:29:59,26.7011
B23,2023-08-29 23:31:59,2023-08-29 13:31:59,26.6975
B23,2023-08-29 23:33:59,2023-08-29 13:33:59,26.7034
B23,2023-08-29 23:35:59,2023-08-29 13:35:59,26.6977
B23,2023-08-29 23:37:59,2023-08-29 13:37:59,26.6981
B23,2023-08-29 23:39:59,2023-08-29 13:39:59,26.7038
B23,2023-08-29 23:41:59,2023-08-29 13:41:59,26.7056
B23,2023-08-29 23:43:59,2023-08-29 13:43:59,26.7097
B23,2023-08-29 23:45:59,2023-08-29 13:45:59,26.6981
B23,2023-08-29 23:47:59,2023-08-29 13:47:59,26.6934
B23,2023-08-29 23:49:59,2023-08-29 13:49:59,26.696
B23,2023-08-29 23:51:59,2023-08-29 13:51:59,26.6966
B23,2023-08-29 23:53:59,2023-08-29 13:53:59,26.6824
B23,2023-08-29 23:55:59,2023-08-29 13:55:59,26.6897
B23,2023-08-29 23:57:59,2023-08-29 13:57:59,26.6842
B23,2023-08-29 23:59:59,2023-08-29 13:59:59,26.6825
B23,2023-08-30 00:01:59,2023-08-29 14:01:59,26.6802
B23,2023-08-30 00:03:59,2023-08-29 14:03:59,26.6666
B23,2023-08-30 00:05:59,2023-08-29 14:05:59,26.6737
B23,2023-08-30 00:07:59,2023-08-29 14:07:59,26.6702
B23,2023-08-30 00:09:59,2023-08-29 14:09:59,26.669
B23,2023-08-30 00:11:59,2023-08-29 14:11:59,26.6772
B23,2023-08-30 00:13:59,2023-08-29 14:13:59,26.6667
B23,2023-08-30 00:15:59,2023-08-29 14:15:59,26.6721
B23,2023-08-30 00:17:59,2023-08-29 14:17:59,26.6702
B23,2023-08-30 00:19:59,2023-08-29 14:19:59,26.6854
B23,2023-08-30 00:21:59,2023-08-29 14:21:59,26.6741
B23,2023-08-30 00:23:59,2023-08-29 14:23:59,26.6734
B23,2023-08-30 00:25:59,2023-08-29 14:25:59,26.6889
B23,2023-08-30 00:27:59,2023-08-29 14:27:59,26.6907
B23,2023-08-30 00:29:59,2023-08-29 14:29:59,26.6898
B23,2023-08-30 00:31:59,2023-08-29 14:31:59,26.6981
B23,2023-08-30 00:33:59,2023-08-29 14:33:59,26.7067
B23,2023-08-30 00:35:59,2023-08-29 14:35:59,26.698
B23,2023-08-30 00:37:59,2023-08-29 14:37:59,26.6915
B23,2023-08-30 00:39:59,2023-08-29 14:39:59,26.6971
B23,2023-08-30 00:41:59,2023-08-29 14:41:59,26.7116
B23,2023-08-30 00:43:59,2023-08-29 14:43:59,26.6997
B23,2023-08-30 00:45:59,2023-08-29 14:45:59,26.7075
B23,2023-08-30 00:47:59,2023-08-29 14:47:59,26.6982
B23,2023-08-30 00:49:59,2023-08-29 14:49:59,26.7043
B23,2023-08-30 00:51:59,2023-08-29 14:51:59,26.6954
B23,2023-08-30 00:53:59,2023-08-29 14:53:59,26.7111
B23,2023-08-30 00:55:59,2023-08-29 14:55:59,26.7047
B23,2023-08-30 00:57:59,2023-08-29 14:57:59,26.6931
B23,2023-08-30 00:59:59,2023-08-29 14:59:59,26.6904
B23,2023-08-30 01:01:59,2023-08-29 15:01:59,26.6904
B23,2023-08-30 01:03:59,2023-08-29 15:03:59,26.7117
B23,2023-08-30 01:05:59,2023-08-29 15:05:59,26.6987
B23,2023-08-30 01:07:59,2023-08-29 15:07:59,26.6901
B23,2023-08-30 01:09:59,2023-08-29 15:09:59,26.6917
B23,2023-08-30 01:11:59,2023-08-29 15:11:59,26.6883
B23,2023-08-30 01:13:59,2023-08-29 15:13:59,26.6917
B23,2023-08-30 01:15:59,2023-08-29 15:15:59,26.6863
B23,2023-08-30 01:17:59,2023-08-29 15:17:59,26.6809
B23,2023-08-30 01:19:59,2023-08-29 15:19:59,26.6811
B23,2023-08-30 01:21:59,2023-08-29 15:21:59,26.6787
B23,2023-08-30 01:23:59,2023-08-29 15:23:59,26.6753
B23,2023-08-30 01:25:59,2023-08-29 15:25:59,26.6723
B23,2023-08-30 01:27:59,2023-08-29 15:27:59,26.6763
B23,2023-08-30 01:29:59,2023-08-29 15:29:59,26.6811
B23,2023-08-30 01:31:59,2023-08-29 15:31:59,26.6712
B23,2023-08-30 01:33:59,2023-08-29 15:33:59,26.679
B23,2023-08-30 01:35:59,2023-08-29 15:35:59,26.6741
B23,2023-08-30 01:37:59,2023-08-29 15:37:59,26.6788
B23,2023-08-30 01:39:59,2023-08-29 15:39:59,26.6868
B23,2023-08-30 01:41:59,2023-08-29 15:41:59,26.6782
B23,2023-08-30 01:43:59,2023-08-29 15:43:59,26.6958
B23,2023-08-30 01:45:59,2023-08-29 15:45:59,26.6853
B23,2023-08-30 01:47:59,2023-08-29 15:47:59,26.6837
B23,2023-08-30 01:49:59,2023-08-29 15:49:59,26.6931
B23,2023-08-30 01:51:59,2023-08-29 15:51:59,26.7021
B23,2023-08-30 01:53:59,2023-08-29 15:53:59,26.6968
B23,2023-08-30 01:55:59,2023-08-29 15:55:59,26.701
B23,2023-08-30 01:57:59,2023-08-29 15:57:59,26.7065
B23,2023-08-30 01:59:59,2023-08-29 15:59:59,26.7076
B23,2023-08-30 02:01:59,2023-08-29 16:01:59,26.6962
B23,2023-08-30 02:03:59,2023-08-29 16:03:59,26.7109
B23,2023-08-30 02:05:59,2023-08-29 16:05:59,26.7093
B23,2023-08-30 02:07:59,2023-08-29 16:07:59,26.7046
B23,2023-08-30 02:09:59,2023-08-29 16:09:59,26.7042
B23,2023-08-30 02:11:59,2023-08-29 16:11:59,26.71
B23,2023-08-30 02:13:59,2023-08-29 16:13:59,26.7137
B23,2023-08-30 02:15:59,2023-08-29 16:15:59,26.7153
B23,2023-08-30 02:17:59,2023-08-29 16:17:59,26.7207
B23,2023-08-30 02:19:59,2023-08-29 16:19:59,26.7336
B23,2023-08-30 02:21:59,2023-08-29 16:21:59,26.7259
B23,2023-08-30 02:23:59,2023-08-29 16:23:59,26.7205
B23,2023-08-30 02:25:59,2023-08-29 16:25:59,26.7055
B23,2023-08-30 02:27:59,2023-08-29 16:27:59,26.7151
B23,2023-08-30 02:29:59,2023-08-29 16:29:59,26.7137
B23,2023-08-30 02:31:59,2023-08-29 16:31:59,26.7021
B23,2023-08-30 02:33:59,2023-08-29 16:33:59,26.7133
B23,2023-08-30 02:35:59,2023-08-29 16:35:59,26.6982
B23,2023-08-30 02:37:59,2023-08-29 16:37:59,26.6988
B23,2023-08-30 02:39:59,2023-08-29 16:39:59,26.699
B23,2023-08-30 02:41:59,2023-08-29 16:41:59,26.6951
B23,2023-08-30 02:43:59,2023-08-29 16:43:59,26.6896
B23,2023-08-30 02:45:59,2023-08-29 16:45:59,26.6853
B23,2023-08-30 02:47:59,2023-08-29 16:47:59,26.6779
B23,2023-08-30 02:49:59,2023-08-29 16:49:59,26.6796
B23,2023-08-30 02:51:59,2023-08-29 16:51:59,26.6773
B23,2023-08-30 02:53:59,2023-08-29 16:53:59,26.6776
B23,2023-08-30 02:55:59,2023-08-29 16:55:59,26.6777
B23,2023-08-30 02:57:59,2023-08-29 16:57:59,26.6762
B23,2023-08-30 02:59:59,2023-08-29 16:59:59,26.6779
B23,2023-08-30 03:01:59,2023-08-29 17:01:59,26.6723
B23,2023-08-30 03:03:59,2023-08-29 17:03:59,26.6716
B23,2023-08-30 03:05:59,2023-08-29 17:05:59,26.6734
B23,2023-08-30 03:07:59,2023-08-29 17:07:59,26.6681
B23,2023-08-30 03:09:59,2023-08-29 17:09:59,26.6654
B23,2023-08-30 03:11:59,2023-08-29 17:11:59,26.6632
B23,2023-08-30 03:13:59,2023-08-29 17:13:59,26.6597
B23,2023-08-30 03:15:59,2023-08-29 17:15:59,26.662
B23,2023-08-30 03:17:59,2023-08-29 17:17:59,26.6534
B23,2023-08-30 03:19:59,2023-08-29 17:19:59,26.6558
B23,2023-08-30 03:21:59,2023-08-29 17:21:59,26.6529
B23,2023-08-30 03:23:59,2023-08-29 17:23:59,26.652
B23,2023-08-30 03:25:59,2023-08-29 17:25:59,26.6487
B23,2023-08-30 03:27:59,2023-08-29 17:27:59,26.6488
B23,2023-08-30 03:29:59,2023-08-29 17:29:59,26.6479
B23,2023-08-30 03:31:59,2023-08-29 17:31:59,26.6473
B23,2023-08-30 03:33:59,2023-08-29 17:33:59,26.6443
B23,2023-08-30 03:35:59,2023-08-29 17:35:59,26.6445
B23,2023-08-30 03:37:59,2023-08-29 17:37:59,26.643
B23,2023-08-30 03:39:59,2023-08-29 17:39:59,26.6413
B23,2023-08-30 03:41:59,2023-08-29 17:41:59,26.6396
B23,2023-08-30 03:43:59,2023-08-29 17:43:59,26.64
B23,2023-08-30 03:45:59,2023-08-29 17:45:59,26.6401
B23,2023-08-30 03:47:59,2023-08-29 17:47:59,26.639
B23,2023-08-30 03:49:59,2023-08-29 17:49:59,26.638
B23,2023-08-30 03:51:59,2023-08-29 17:51:59,26.6381
B23,2023-08-30 03:53:59,2023-08-29 17:53:59,26.6366
B23,2023-08-30 03:55:59,2023-08-29 17:55:59,26.6379
B23,2023-08-30 03:57:59,2023-08-29 17:57:59,26.6381
B23,2023-08-30 03:59:59,2023-08-29 17:59:59,26.6374
B23,2023-08-30 04:01:59,2023-08-29 18:01:59,26.6356
B23,2023-08-30 04:03:59,2023-08-29 18:03:59,26.6325
B23,2023-08-30 04:05:59,2023-08-29 18:05:59,26.6335
B23,2023-08-30 04:07:59,2023-08-29 18:07:59,26.6325
B23,2023-08-30 04:09:59,2023-08-29 18:09:59,26.6317
B23,2023-08-30 04:11:59,2023-08-29 18:11:59,26.6311
B23,2023-08-30 04:13:59,2023-08-29 18:13:59,26.629
B23,2023-08-30 04:15:59,2023-08-29 18:15:59,26.628
B23,2023-08-30 04:17:59,2023-08-29 18:17:59,26.6265
B23,2023-08-30 04:19:59,2023-08-29 18:19:59,26.6263
B23,2023-08-30 04:21:59,2023-08-29 18:21:59,26.6264
B23,2023-08-30 04:23:59,2023-08-29 18:23:59,26.6256
B23,2023-08-30 04:25:59,2023-08-29 18:25:59,26.6253
B23,2023-08-30 04:27:59,2023-08-29 18:27:59,26.6255
B23,2023-08-30 04:29:59,2023-08-29 18:29:59,26.6252
B23,2023-08-30 04:31:59,2023-08-29 18:31:59,26.6265
B23,2023-08-30 04:33:59,2023-08-29 18:33:59,26.6266
B23,2023-08-30 04:35:59,2023-08-29 18:35:59,26.6271
B23,2023-08-30 04:37:59,2023-08-29 18:37:59,26.6275
B23,2023-08-30 04:39:59,2023-08-29 18:39:59,26.6276
B23,2023-08-30 04:41:59,2023-08-29 18:41:59,26.6268
B23,2023-08-30 04:43:59,2023-08-29 18:43:59,26.6239
B23,2023-08-30 04:45:59,2023-08-29 18:45:59,26.6228
B23,2023-08-30 04:47:59,2023-08-29 18:47:59,26.6218
B23,2023-08-30 04:49:59,2023-08-29 18:49:59,26.6197
B23,2023-08-30 04:51:59,2023-08-29 18:51:59,26.6203
B23,2023-08-30 04:53:59,2023-08-29 18:53:59,26.6204
B23,2023-08-30 04:55:59,2023-08-29 18:55:59,26.6193
B23,2023-08-30 04:57:59,2023-08-29 18:57:59,26.6168
B23,2023-08-30 04:59:59,2023-08-29 18:59:59,26.6162
B23,2023-08-30 05:01:59,2023-08-29 19:01:59,26.6151
B23,2023-08-30 05:03:59,2023-08-29 19:03:59,26.6138
B23,2023-08-30 05:05:59,2023-08-29 19:05:59,26.6118
B23,2023-08-30 05:07:59,2023-08-29 19:07:59,26.6106
B23,2023-08-30 05:09:59,2023-08-29 19:09:59,26.613
B23,2023-08-30 05:11:59,2023-08-29 19:11:59,26.6135
B23,2023-08-30 05:13:59,2023-08-29 19:13:59,26.6144
B23,2023-08-30 05:15:59,2023-08-29 19:15:59,26.6165
B23,2023-08-30 05:17:59,2023-08-29 19:17:59,26.6165
B23,2023-08-30 05:19:59,2023-08-29 19:19:59,26.6178
B23,2023-08-30 05:21:59,2023-08-29 19:21:59,26.6163
B23,2023-08-30 05:23:59,2023-08-29 19:23:59,26.618
B23,2023-08-30 05:25:59,2023-08-29 19:25:59,26.6188
B23,2023-08-30 05:27:59,2023-08-29 19:27:59,26.6207
B23,2023-08-30 05:29:59,2023-08-29 19:29:59,26.6214
B23,2023-08-30 05:31:59,2023-08-29 19:31:59,26.6207
B23,2023-08-30 05:33:59,2023-08-29 19:33:59,26.6213
B23,2023-08-30 05:35:59,2023-08-29 19:35:59,26.6189
B23,2023-08-30 05:37:59,2023-08-29 19:37:59,26.6181
B23,2023-08-30 05:39:59,2023-08-29 19:39:59,26.6185
B23,2023-08-30 05:41:59,2023-08-29 19:41:59,26.6164
B23,2023-08-30 05:43:59,2023-08-29 19:43:59,26.6157
B23,2023-08-30 05:45:59,2023-08-29 19:45:59,26.6155
B23,2023-08-30 05:47:59,2023-08-29 19:47:59,26.6141
B23,2023-08-30 05:49:59,2023-08-29 19:49:59,26.6129
B23,2023-08-30 05:51:59,2023-08-29 19:51:59,26.6127
B23,2023-08-30 05:53:59,2023-08-29 19:53:59,26.6083
B23,2023-08-30 05:55:59,2023-08-29 19:55:59,26.6091
B23,2023-08-30 05:57:59,2023-08-29 19:57:59,26.6091
B23,2023-08-30 05:59:59,2023-08-29 19:59:59,26.6086
B23,2023-08-30 06:01:59,2023-08-29 20:01:59,26.6097
B23,2023-08-30 06:03:59,2023-08-29 20:03:59,26.6096
B23,2023-08-30 06:05:59,2023-08-29 20:05:59,26.6093
B23,2023-08-30 06:07:59,2023-08-29 20:07:59,26.609
B23,2023-08-30 06:09:59,2023-08-29 20:09:59,26.6073
B23,2023-08-30 06:11:59,2023-08-29 20:11:59,26.6093
B23,2023-08-30 06:13:59,2023-08-29 20:13:59,26.6095
B23,2023-08-30 06:15:59,2023-08-29 20:15:59,26.6092
B23,2023-08-30 06:17:59,2023-08-29 20:17:59,26.6092
B23,2023-08-30 06:19:59,2023-08-29 20:19:59,26.6085
B23,2023-08-30 06:21:59,2023-08-29 20:21:59,26.6074
B23,2023-08-30 06:23:59,2023-08-29 20:23:59,26.6059
B23,2023-08-30 06:25:59,2023-08-29 20:25:59,26.6056
B23,2023-08-30 06:27:59,2023-08-29 20:27:59,26.606
B23,2023-08-30 06:29:59,2023-08-29 20:29:59,26.6068
B23,2023-08-30 06:31:59,2023-08-29 20:31:59,26.605
B23,2023-08-30 06:33:59,2023-08-29 20:33:59,26.6037
B23,2023-08-30 06:35:59,2023-08-29 20:35:59,26.6033
B23,2023-08-30 06:37:59,2023-08-29 20:37:59,26.6034
B23,2023-08-30 06:39:59,2023-08-29 20:39:59,26.6031
B23,2023-08-30 06:41:59,2023-08-29 20:41:59,26.6024
B23,2023-08-30 06:43:59,2023-08-29 20:43:59,26.6011
B23,2023-08-30 06:45:59,2023-08-29 20:45:59,26.6007
B23,2023-08-30 06:47:59,2023-08-29 20:47:59,26.5953
B23,2023-08-30 06:49:59,2023-08-29 20:49:59,26.5941
B23,2023-08-30 06:51:59,2023-08-29 20:51:59,26.5949
B23,2023-08-30 06:53:59,2023-08-29 20:53:59,26.5951
B23,2023-08-30 06:55:59,2023-08-29 20:55:59,26.5945
B23,2023-08-30 06:57:59,2023-08-29 20:57:59,26.593
B23,2023-08-30 06:59:59,2023-08-29 20:59:59,26.5915
B23,2023-08-30 07:01:59,2023-08-29 21:01:59,26.5904
B23,2023-08-30 07:03:59,2023-08-29 21:03:59,26.5885
B23,2023-08-30 07:05:59,2023-08-29 21:05:59,26.5884
B23,2023-08-30 07:07:59,2023-08-29 21:07:59,26.585
B23,2023-08-30 07:09:59,2023-08-29 21:09:59,26.5847
B23,2023-08-30 07:11:59,2023-08-29 21:11:59,26.5858
B23,2023-08-30 07:13:59,2023-08-29 21:13:59,26.5862
B23,2023-08-30 07:15:59,2023-08-29 21:15:59,26.588
B23,2023-08-30 07:17:59,2023-08-29 21:17:59,26.5884
B23,2023-08-30 07:19:59,2023-08-29 21:19:59,26.5885
B23,2023-08-30 07:21:59,2023-08-29 21:21:59,26.5869
B23,2023-08-30 07:23:59,2023-08-29 21:23:59,26.5838
B23,2023-08-30 07:25:59,2023-08-29 21:25:59,26.5835
B23,2023-08-30 07:27:59,2023-08-29 21:27:59,26.5849
B23,2023-08-30 07:29:59,2023-08-29 21:29:59,26.5847
B23,2023-08-30 07:31:59,2023-08-29 21:31:59,26.5857
B23,2023-08-30 07:33:59,2023-08-29 21:33:59,26.5847
B23,2023-08-30 07:35:59,2023-08-29 21:35:59,26.5847
B23,2023-08-30 07:37:59,2023-08-29 21:37:59,26.5836
B23,2023-08-30 07:39:59,2023-08-29 21:39:59,26.5825
B23,2023-08-30 07:41:59,2023-08-29 21:41:59,26.5844
B23,2023-08-30 07:43:59,2023-08-29 21:43:59,26.5802
B23,2023-08-30 07:45:59,2023-08-29 21:45:59,26.58
B23,2023-08-30 07:47:59,2023-08-29 21:47:59,26.5781
B23,2023-08-30 07:49:59,2023-08-29 21:49:59,26.5762
B23,2023-08-30 07:51:59,2023-08-29 21:51:59,26.5745
B23,2023-08-30 07:53:59,2023-08-29 21:53:59,26.5767
B23,2023-08-30 07:55:59,2023-08-29 21:55:59,26.5778
B23,2023-08-30 07:57:59,2023-08-29 21:57:59,26.5778
B23,2023-08-30 07:59:59,2023-08-29 21:59:59,26.579
B23,2023-08-30 08:01:59,2023-08-29 22:01:59,26.5792
B23,2023-08-30 08:03:59,2023-08-29 22:03:59,26.5815
B23,2023-08-30 08:05:59,2023-08-29 22:05:59,26.5808
B23,2023-08-30 08:07:59,2023-08-29 22:07:59,26.58
B23,2023-08-30 08:09:59,2023-08-29 22:09:59,26.5799
B23,2023-08-30 08:11:59,2023-08-29 22:11:59,26.5808
B23,2023-08-30 08:13:59,2023-08-29 22:13:59,26.5793
B23,2023-08-30 08:15:59,2023-08-29 22:15:59,26.5805
B23,2023-08-30 08:17:59,2023-08-29 22:17:59,26.5802
B23,2023-08-30 08:19:59,2023-08-29 22:19:59,26.5796
B23,2023-08-30 08:21:59,2023-08-29 22:21:59,26.5817
B23,2023-08-30 08:23:59,2023-08-29 22:23:59,26.5838
B23,2023-08-30 08:25:59,2023-08-29 22:25:59,26.5843
B23,2023-08-30 08:27:59,2023-08-29 22:27:59,26.5825
B23,2023-08-30 08:29:59,2023-08-29 22:29:59,26.5805
B23,2023-08-30 08:31:59,2023-08-29 22:31:59,26.5804
B23,2023-08-30 08:33:59,2023-08-29 22:33:59,26.5809
B23,2023-08-30 08:35:59,2023-08-29 22:35:59,26.5805
B23,2023-08-30 08:37:59,2023-08-29 22:37:59,26.5805
B23,2023-08-30 08:39:59,2023-08-29 22:39:59,26.5801
B23,2023-08-30 08:41:59,2023-08-29 22:41:59,26.5776
B23,2023-08-30 08:43:59,2023-08-29 22:43:59,26.5791
B23,2023-08-30 08:45:59,2023-08-29 22:45:59,26.5791
B23,2023-08-30 08:47:59,2023-08-29 22:47:59,26.5796
B23,2023-08-30 08:49:59,2023-08-29 22:49:59,26.5787
B23,2023-08-30 08:51:59,2023-08-29 22:51:59,26.5794
B23,2023-08-30 08:53:59,2023-08-29 22:53:59,26.578
B23,2023-08-30 08:55:59,2023-08-29 22:55:59,26.577
