Date_french_format,Number,Stage,Timing,Site,Transect,ID,Replicate,Data,Backup,Quantity_DNA._RNA._shield_Data.ml.,Quantity_DNA._RNA._shield_backup.ml.,Box_name_Data,Box_name_backup,Freezer_US_tubes,Freezer_backup_moorea,Wirlpak,Picture,Picture_name,Recruit_size_cm2,Red_standard,Green_standard,Blue_standard,Red_coral,Green_coral,Blue_coral,Scleractinian.corals,Macroalgae,Crustose.coralline.algae,Algal.turf,Millepora,Sand,dalle_coralienne,Others,Note1,gDNA.Extraction.Date,gDNA.Extraction.Plate,Plate.Well,Priority,Haplotype ,Note2,Extraction.Notebook.Link
28/03/2023,1862,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1862_S2_T4,12.848,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1863,Recruit,Pre_bleach,S2,T4,POC_ID,1,1,0,0.5,NA,Site_2_5,NA,_20__C,NA,NO,YES,1863_S2_T4,0.229,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1864,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1864_S2_T4,0.512,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1865,Adult,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1865_S2_T4,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1866,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,YES,YES,1866_S2_T4,3.034,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1867,Adult,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1867_S2_T4,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,
28/03/2023,1868,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1868_S2_T4,2.231,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1869,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1869_S2_T4,1.541,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1870,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1870_S2_T4,1.051,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1871,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1871_S2_T4,0.282,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate033,,,,,
28/03/2023,1872,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1872_S2_T4,1.983,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1873,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1873_S2_T4,4.453,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1874,Recruit,Pre_bleach,S2,T4,POC_ID,1,1,0,0.5,NA,Site_2_5,NA,_20__C,NA,NO,YES,1874_S2_T4,0.136,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate032,,,,,
28/03/2023,1875,Recruit,Pre_bleach,S2,T4,POC_ID,1,1,0,0.5,NA,Site_2_5,NA,_20__C,NA,NO,YES,1875_S2_T4,0.15,NA,,NA,NA,NA,NA,0,0,0,0,0,1,0,0,,,Plate032,,,,,
28/03/2023,1876,Recruit,Pre_bleach,S2,T4,POC_ID,1,1,0,0.5,NA,Site_2_5,NA,_20__C,NA,NO,YES,1876_S2_T4,0.292,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,1,,,Plate032,,,,,
28/03/2023,1877,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1877_S2_T4,0.204,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1878,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1878_S2_T4,1.931,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1879,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1879_S2_T4,2.369,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1880,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1880_S2_T4,0.5,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate032,,,,,
28/03/2023,1881,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1881_S2_T4,1.98,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1882,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1882_S2_T4,5.429,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1883,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1883_S2_T4,0.439,NA,,NA,NA,NA,NA,0,0,0,0,0,1,0,0,,,Plate032,,,,,
28/03/2023,1884,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1884_S2_T4,1.589,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1885,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1885_S2_T4,7.627,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1886,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1886_S2_T4,0.671,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1887,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1887_S2_T4,1.084,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1888,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1888_S2_T4,0.788,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1889,Adult,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,YES,YES,1889_S2_T4,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate034,,,,,
28/03/2023,1890,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,YES,YES,1890_S2_T4,3.891,NA,,NA,NA,NA,NA,1,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1891,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1891_S2_T4,0.369,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1938,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1938_S2_T4,0.992,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1939,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1939_S2_T4,1.551,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1940,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1940_S2_T4,3.914,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1941,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1941_S2_T4,8.251,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1942,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,YES,YES,1942_S2_T4,1.267,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate034,,,,,
28/03/2023,1943,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1943_S2_T4,3.738,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1944,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,YES,YES,1944_S2_T4,0.673,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1945,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1945_S2_T4,1.66,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1946,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1946_S2_T4,4.201,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1947,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,YES,YES,1947_S2_T4,2.102,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1948,Adult,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1948_S2_T4,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,
28/03/2023,1949,Adult,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1949_S2_T4,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1950,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1950_S2_T4,1.439,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1951,Recruit,Pre_bleach,S2,T4,POC_ID,1,1,0,0.5,NA,Site_2_5,NA,_20__C,NA,NO,YES,1951_S2_T4,0.359,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1952,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1952_S2_T4,0.808,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1953,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1953_S2_T4,1.665,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate032,,,,,
28/03/2023,1954,Recruit,Pre_bleach,S2,T4,POC_ID,1,1,0,0.5,NA,Site_2_5,NA,_20__C,NA,NO,YES,1954_S2_T4,0.497,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1955,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1955_S2_T4,3.175,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1956,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1956_S2_T4,2.069,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
28/03/2023,1957,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1957_S2_T4,9.422,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
28/03/2023,1958,Recruit,Pre_bleach,S2,T4,POC_ID,2,1,1,0.5,0.5,Site_2_4,Site_2_4_backup,_20__C,_40_up,NO,YES,1958_S2_T4,0.287,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1892,Adult,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,YES,YES,1892_S2_T5,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1893,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,NO,YES,1893_S2_T5,0.979,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,,,,,,
31/03/2023,1894,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1894_S2_T5,0.924,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1895,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1895_S2_T5,3.356,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1896,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,NO,YES,1896_S2_T5,0.453,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1897,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1897_S2_T5,0.618,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1898,Adult,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1898_S2_T5,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1899,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,YES,YES,1899_S2_T5,5.656,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1900,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1900_S2_T5,15.062,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1901,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1901_S2_T5,0.528,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1902,Recruit,Pre_bleach,S2,T5,POC_ID,1,1,0,0.5,NA,Site_2_6,NA,_20__C,NA,NO,YES,1902_S2_T5,0.452,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate035,,,,,
31/03/2023,1903,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1903_S2_T5,3.581,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1904,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,NO,YES,1904_S2_T5,0.807,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1905,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1905_S2_T5,1.747,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1906,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1906_S2_T5,1.7,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate035,,,,,
31/03/2023,1907,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1907_S2_T5,1.162,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1908,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1908_S2_T5,4.053,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1909,Adult,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1909_S2_T5,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1910,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,YES,YES,1910_S2_T5,2.218,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1911,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1911_S2_T5,2.915,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1912,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1912_S2_T5,1.436,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1913,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,NO,YES,1913_S2_T5,2.678,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1914,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1914_S2_T5,9.277,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1915,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1915_S2_T5,9.766,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1916,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,NO,YES,1916_S2_T5,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1917,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,YES,YES,1917_S2_T5,1.309,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1918,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1918_S2_T5,1.846,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1919,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1919_S2_T5,1.097,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1920,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,NO,YES,1920_S2_T5,5.654,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1921,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1921_S2_T5,0.941,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1922,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1922_S2_T5,4.346,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate035,,,,,
31/03/2023,1923,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,YES,YES,1923_S2_T5,3.064,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1924,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1924_S2_T5,0.462,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate035,,,,,
31/03/2023,1925,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1925_S2_T5,1.788,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1926,Recruit,Pre_bleach,S2,T5,POC_ID,1,1,0,0.5,NA,Site_2_6,NA,_20__C,NA,NO,YES,1926_S2_T5,0.397,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1927,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1927_S2_T5,0.905,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1928,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1928_S2_T5,3.378,NA,,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,,Plate035,,,,,
31/03/2023,1929,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,YES,YES,1929_S2_T5,3.021,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1930,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1930_S2_T5,2.157,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1931,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_5,Site_2_5_backup,_20__C,_40_up,NO,YES,1931_S2_T5,0.69,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate033,,,,,
31/03/2023,1932,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1932_S2_T5,1.684,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1933,Recruit,Pre_bleach,S2,T5,POC_ID,1,1,0,0.5,NA,Site_2_6,NA,_20__C,_40_up,NO,YES,1933_S2_T5,0.057,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate036,,,,,
31/03/2023,1934,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_7,Site_2_7_backup,_20__C,_40_up,YES,YES,1934_S2_T5,0.974,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate032,,,,,
31/03/2023,1935,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1935_S2_T5,2.17,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1936,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1936_S2_T5,2.637,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate035,,,,,
31/03/2023,1937,Recruit,Pre_bleach,S2,T5,POC_ID,1,1,0,0.5,NA,Site_2_7,NA,_20__C,NA,NO,YES,1937_S2_T5,0.569,NA,,NA,NA,NA,NA,1,0,0,1,0,0,0,0,,,Plate032,,,,,
31/03/2023,1959,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,NO,YES,1959_S2_T5,0.615,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate036,,,,,
31/03/2023,1960,Recruit,Pre_bleach,S2,T5,POC_ID,2,1,1,0.5,0.5,Site_2_6,Site_2_6_backup,_20__C,_40_up,YES,YES,1960_S2_T5,2.861,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate036,,,,,
