Date_french_format,Number,Stage,Timing,Site,Transect,ID,Replicate,Data,Backup,Quantity_DNA._RNA._shield_Data.ml.,Quantity_DNA._RNA._shield_backup.ml.,Box_name_Data,Box_name_backup,Freezer_US_tubes,Freezer_backup_moorea,Wirlpak,Picture,Picture_name,Recruit_size_cm2,Red_standard,Green_standard,Blue_standard,Red_coral,Green_coral,Blue_coral,Scleractinian.corals,Macroalgae,Crustose.coralline.algae,Algal.turf,Millepora,Sand,dalle_coralienne,Others,Note1,gDNA.Extraction.Date,gDNA.Extraction.Plate,Plate.Well,Priority,Haplotype ,Note2,Extraction.Notebook.Link
26/07/2023,2055,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2055_S15_T2,0.389,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2056,Recruit,Pre_bleach,S15,T2,POC_ID,1,1,0,0.5,NA,Site_15_2,Site_15_2_backup,Moorea,_40_up,NO,YES,2056_S15_T2,0.19,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2057,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2057_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2058,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2058_S15_T2,3.543,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2059,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2059_S15_T2,1.848,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2060,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2060_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2061,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2061_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2062,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2062_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2063,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2063_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,
26/07/2023,2064,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2064_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2065,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2065_S15_T2,1.056,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2066,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2066_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2067,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,NO,YES,2067_S15_T2,0.182,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2068,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2068_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2069,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2069_S15_T2,9.342,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2070,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2070_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2071,NA,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2071_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2072,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2072_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2073,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2073_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2074,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,NO,YES,2074_S15_T2,0.153,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2075,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2075_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2076,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2076_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2077,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2077_S15_T2,0.534,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2078,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2078_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2079,Recruit,Pre_bleach,S15,T2,POC_ID,1,1,0,0.5,NA,Site_15_2,Site_15_2_backup,Moorea,_40_up,NO,YES,2079_S15_T2,0.073,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate016,,,,,
26/07/2023,2080,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2080_S15_T2,8.578,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2171,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2171_S15_T2,3.524,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,,,,,,
26/07/2023,2176,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2176_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2177,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2177_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2178,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2178_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2179,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2179_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2180,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2180_S15_T2,1.162,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2181,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,_40_up,YES,YES,2181_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate017,,,,,
26/07/2023,2182,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2182_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2183,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2183_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2184,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2184_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2185,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2185_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2186,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2186_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2187,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2187_S15_T2,1.032,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2188,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2188_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2189,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,NO,YES,2189_S15_T2,0.266,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2190,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2190_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2191,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2191_S15_T2,1.097,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2192,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2192_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2193,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2193_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2194,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2194_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2195,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2195_S15_T2,1.223,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2196,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2196_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2197,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2197_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2198,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2198_S15_T2,2.566,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2199,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2199_S15_T2,1.208,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2200,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2200_S15_T2,6.087,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2201,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2201_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2202,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2202_S15_T2,0.575,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2203,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2203_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2204,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2204_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2205,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2205_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2206,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2206_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2207,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2207_S15_T2,1.894,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2208,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2208_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2209,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2209_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2210,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2210_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2211,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2211_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2212,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2212_S15_T2,1.136,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate016,,,,,
26/07/2023,2213,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2213_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2214,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2214_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2215,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2215_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2216,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,_40_up,YES,YES,2216_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate017,,,,,
26/07/2023,2217,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2217_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2218,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,_40_up,YES,YES,2218_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate017,,,,,
26/07/2023,2219,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2219_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2220,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2220_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2221,Recruit,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2221_S15_T2,1.28,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2222,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2222_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2223,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2223_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2224,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2224_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
26/07/2023,2225,Adult,Pre_bleach,S15,T2,POC_ID,2,1,1,0.5,0.5,Site_15_2,Site_15_2_backup,Moorea,_40_up,YES,YES,2225_S15_T2,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate016,,,,,
28/07/2023,2081,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2081_S15_T3,0.956,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate028,,,,,
28/07/2023,2082,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,NA,YES,2082_S15_T3,0.372,NA,,NA,NA,NA,NA,0,0,1,0,0,0,0,0,,,Plate018,,,,,
28/07/2023,2083,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2083_S15_T3,1.204,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate017,,,,,
28/07/2023,2084,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2084_S15_T3,2.111,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate028,,,,,
28/07/2023,2325,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2325_S15_T3,12.892,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate017,,,,,
28/07/2023,2326,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2326_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate028,,,,,
28/07/2023,2327,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2327_S15_T3,1.743,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate029,,,,,
28/07/2023,2328,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2328_S15_T3,0.501,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate018,,,,,
28/07/2023,2329,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2329_S15_T3,2.931,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate018,,,,,
28/07/2023,2330,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2330_S15_T3,2.086,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate017,,,,,
28/07/2023,2331,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2331_S15_T3,0.524,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate029,,,,,
28/07/2023,2332,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2332_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate028,,,,,
28/07/2023,2333,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2333_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate017,,,,,
28/07/2023,2334,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2334_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate018,,,,,
28/07/2023,2335,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2335_S15_T3,5.499,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate029,,,,,
28/07/2023,2336,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,NA,YES,2336_S15_T3,0.555,NA,,NA,NA,NA,NA,0,0,0,1,0,0,0,0,,,Plate018,,,,,
28/07/2023,2337,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2337_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate018,,,,,
28/07/2023,2338,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2338_S15_T3,1.403,NA,,NA,NA,NA,NA,1,0,0,0,0,0,0,0,,,Plate029,,,,,
28/07/2023,2339,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_4_Data,Site_15_4_Backup,Moorea,,YES,YES,2339_S15_T3,0.496,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,,,Plate028,,,,,
28/07/2023,2340,Recruit,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2340_S15_T3,6.37,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,1,,,Plate017,,,,,
28/07/2023,2341,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2341_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate017,,,,,
28/07/2023,2342,Adult,Pre_bleach,S15,T3,POC_ID,2,1,1,0.5,0.5,Site_15_5_Data,Site_15_5_Backup,Moorea,,YES,YES,2342_S15_T3,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,Plate018,,,,,
