time_local,time_utc,along_shore_velocity_bottom_mps,data_coverage_along_shore_velocity_bottom_mps,along_shore_velocity_surface_mps,data_coverage_along_shore_velocity_surface_mps,across_shore_velocity_bottom_mps,data_coverage_across_shore_velocity_bottom_mps,across_shore_velocity_surface_mps,data_coverage_across_shore_velocity_surface_mps,current_speed_bottom_mps,data_coverage_current_speed_bottom_mps,current_speed_surface_mps,data_coverage_current_speed_surface_mps,wave_power_adcp,data_coverage_wave_power_adcp,wave_ht_adcp_m,data_coverage_wave_ht_adcp_m,wave_period_adcp_sec,data_coverage_wave_period_adcp_sec,wave_direction_adcp_degtrue,data_coverage_wave_direction_adcp_degtrue,wave_power_sbe26,data_coverage_wave_power_sbe26,wave_ht_sbe26_m,data_coverage_wave_ht_sbe26_m,wave_period_sbe26_sec,data_coverage_wave_period_sbe26_sec,sea_surface_ht_sbe26_m,data_coverage_sea_surface_ht_sbe26_m,upper_watercolumn_temperature_sbe39_C,data_coverage_upper_watercolumn_temperature_sbe39_C,middle_watercolumn_temperature_sbe39_C,data_coverage_middle_watercolumn_temperature_sbe39_C,bottom_watercolumn_temperature_sbe39_C,data_coverage_bottom_watercolumn_temperature_sbe39_C,temperature_shallow_sbe37_C,data_coverage_temperature_shallow_sbe37_C,salinity_shallow_sbe37_psu,data_coverage_salinity_shallow_sbe37_psu,density_shallow_sbe37_sigt,data_coverage_density_shallow_sbe37_sigt,temperature_deeper_sbe37_C,data_coverage_temperature_deeper_sbe37_C,salinity_deeper_sbe37_psu,data_coverage_salinity_deeper_sbe37_psu,density_deeper_sbe37_sigt,data_coverage_density_deeper_sbe37_sigt
2004-12-01 00:00:00,2004-12-01 10:00:00,-0.011,0.53,-0.034,0.53,-0.007,0.53,-0.022,0.53,0.048,0.53,0.130,0.53,3.245e+06,0.53,1.42,0.53,14.6,0.53,343.7,0.53,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-01-01 00:00:00,2005-01-01 10:00:00,-0.013,1.00,-0.055,1.00,-0.008,1.00,-0.010,1.00,0.050,1.00,0.133,1.00,2.705e+06,1.00,1.30,1.00,14.6,1.00,344.7,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-02-01 00:00:00,2005-02-01 10:00:00,-0.000,0.97,-0.028,0.97,-0.011,0.97,-0.012,0.97,0.050,0.97,0.152,0.97,2.782e+06,0.97,1.50,0.97,12.4,0.97,340.6,0.97,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-03-01 00:00:00,2005-03-01 10:00:00,0.000,1.00,-0.002,1.00,-0.008,1.00,-0.009,1.00,0.044,1.00,0.129,1.00,1.325e+06,1.00,0.98,1.00,13.2,1.00,345.1,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-04-01 00:00:00,2005-04-01 10:00:00,0.003,1.00,-0.006,1.00,-0.013,1.00,-0.002,1.00,0.045,1.00,0.111,1.00,9.489e+05,1.00,0.88,1.00,11.7,1.00,354.3,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-05-01 00:00:00,2005-05-01 10:00:00,0.002,1.00,0.016,1.00,-0.006,1.00,-0.002,1.00,0.040,1.00,0.094,1.00,3.888e+05,1.00,0.65,1.00,9.7,1.00,10.1,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-06-01 00:00:00,2005-06-01 10:00:00,0.003,1.00,-0.003,1.00,-0.006,1.00,0.002,1.00,0.037,1.00,0.086,1.00,3.276e+05,1.00,0.60,1.00,9.3,1.00,7.5,1.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2005-07-01 00:00:00,2005-07-01 10:00:00,-0.008,1.00,-0.033,1.00,-0.002,1.00,0.004,1.00,0.038,1.00,0.093,1.00,3.118e+05,0.99,0.68,0.99,6.7,0.99,24.0,0.99,-999,0.00,-999,0.00,-999,0.00,-999,0.00,26.73,0.37,26.68,0.37,26.63,0.37,26.74,0.37,36.0054,0.37,23.5804,0.37,26.67,0.37,36.0016,0.37,23.6317,0.37
2005-08-01 00:00:00,2005-08-01 10:00:00,-0.005,1.00,-0.011,1.00,-0.003,1.00,-0.002,1.00,0.036,1.00,0.083,1.00,1.756e+05,0.91,0.50,0.91,7.2,0.91,21.2,0.91,8.431e+04,0.85,0.32,0.85,8.0,0.85,10.299,0.85,26.65,1.00,26.62,1.00,26.60,1.00,26.66,1.00,36.0014,1.00,23.6019,1.00,26.60,1.00,35.9993,1.00,23.6558,1.00
2005-09-01 00:00:00,2005-09-01 10:00:00,-0.006,1.00,-0.023,1.00,-0.005,1.00,0.003,1.00,0.037,1.00,0.088,1.00,5.789e+05,0.51,0.88,0.51,7.5,0.51,27.6,0.51,2.357e+05,1.00,0.54,1.00,7.9,1.00,10.287,1.00,26.79,1.00,26.76,1.00,26.73,1.00,26.58,0.21,36.0162,0.21,23.6399,0.21,26.53,0.19,36.0091,0.19,23.6884,0.19
