time_local,time_utc,along_shore_velocity_bottom_mps,data_coverage_along_shore_velocity_bottom_mps,along_shore_velocity_surface_mps,data_coverage_along_shore_velocity_surface_mps,across_shore_velocity_bottom_mps,data_coverage_across_shore_velocity_bottom_mps,across_shore_velocity_surface_mps,data_coverage_across_shore_velocity_surface_mps,current_speed_bottom_mps,data_coverage_current_speed_bottom_mps,current_speed_surface_mps,data_coverage_current_speed_surface_mps,wave_power_adcp,data_coverage_wave_power_adcp,wave_ht_adcp_m,data_coverage_wave_ht_adcp_m,wave_period_adcp_sec,data_coverage_wave_period_adcp_sec,wave_direction_adcp_degtrue,data_coverage_wave_direction_adcp_degtrue,wave_power_sbe26,data_coverage_wave_power_sbe26,wave_ht_sbe26_m,data_coverage_wave_ht_sbe26_m,wave_period_sbe26_sec,data_coverage_wave_period_sbe26_sec,sea_surface_ht_sbe26_m,data_coverage_sea_surface_ht_sbe26_m,upper_watercolumn_temperature_sbe39_C,data_coverage_upper_watercolumn_temperature_sbe39_C,middle_watercolumn_temperature_sbe39_C,data_coverage_middle_watercolumn_temperature_sbe39_C,bottom_watercolumn_temperature_sbe39_C,data_coverage_bottom_watercolumn_temperature_sbe39_C,temperature_shallow_sbe37_C,data_coverage_temperature_shallow_sbe37_C,salinity_shallow_sbe37_psu,data_coverage_salinity_shallow_sbe37_psu,density_shallow_sbe37_sigt,data_coverage_density_shallow_sbe37_sigt,temperature_deeper_sbe37_C,data_coverage_temperature_deeper_sbe37_C,salinity_deeper_sbe37_psu,data_coverage_salinity_deeper_sbe37_psu,density_deeper_sbe37_sigt,data_coverage_density_deeper_sbe37_sigt
2005-01-01 00:00:00,2005-01-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.434e+06,0.42,1.00,0.42,10.6,0.42,10.326,0.43,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00
2006-01-01 00:00:00,2006-01-01 10:00:00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,-999,0.00,1.272e+06,0.85,0.97,0.85,10.6,0.85,10.335,0.85,27.53,0.74,27.52,0.74,27.50,0.74,27.55,0.74,36.0605,0.74,23.3641,0.74,27.51,0.74,36.1598,0.51,23.6311,0.51
2007-01-01 00:00:00,2007-01-01 10:00:00,0.028,0.60,0.026,0.60,-0.001,0.60,0.084,0.60,0.072,0.60,0.132,0.60,1.655e+06,0.70,1.14,0.70,11.5,0.70,156.1,0.70,1.276e+06,1.00,1.01,1.00,10.6,1.00,10.320,1.00,28.39,0.64,27.95,1.00,27.93,1.00,28.02,0.93,36.0766,0.93,23.2219,0.93,27.94,1.00,36.0868,1.00,23.2921,1.00
2008-01-01 00:00:00,2008-01-01 10:00:00,0.027,0.95,0.016,0.95,-0.001,0.95,0.053,0.95,0.067,0.95,0.111,0.95,1.471e+06,0.94,1.07,0.94,11.4,0.94,155.6,0.94,1.219e+06,1.00,0.97,1.00,10.8,1.00,10.297,1.00,-999,0.00,27.46,1.00,27.42,1.00,27.37,0.89,36.2725,0.89,23.5784,0.89,27.44,1.00,36.2743,1.00,23.5957,1.00
2009-01-01 00:00:00,2009-01-01 10:00:00,0.029,0.97,0.022,0.97,-0.001,0.97,0.064,0.97,0.075,0.97,0.125,0.97,1.182e+06,1.03,0.98,1.03,10.7,1.03,159.5,1.03,1.218e+06,1.00,0.97,1.00,10.8,1.00,10.302,1.00,27.21,0.48,27.81,1.00,27.78,1.00,27.48,0.58,36.2935,0.58,23.5583,0.58,27.74,0.75,36.3114,0.75,23.5218,0.75
2010-01-01 00:00:00,2010-01-01 10:00:00,0.029,0.47,0.023,0.25,-0.001,0.47,0.077,0.25,0.076,0.47,0.136,0.25,1.847e+06,0.47,1.25,0.47,10.5,0.47,157.9,0.47,1.159e+06,0.76,0.95,0.76,10.5,0.76,10.247,0.76,27.77,1.00,27.75,1.00,27.72,1.00,27.45,0.71,36.0060,0.71,23.3530,0.71,27.00,0.52,36.0510,0.52,23.5659,0.52
2011-01-01 00:00:00,2011-01-01 10:00:00,0.016,0.80,-0.030,0.43,0.002,0.80,0.063,0.43,0.053,0.80,0.121,0.43,1.671e+06,0.80,1.10,0.80,12.0,0.80,157.6,0.80,1.321e+06,1.50,0.99,1.50,11.1,1.50,10.272,1.00,27.14,1.00,27.41,0.59,27.11,1.00,27.11,0.95,36.2273,0.95,23.6327,0.95,27.09,0.97,36.3510,0.97,23.7621,0.97
2012-01-01 00:00:00,2012-01-01 10:00:00,0.025,0.93,0.005,0.85,-0.000,0.93,0.073,0.85,0.063,0.93,0.133,0.85,1.653e+06,0.93,1.10,0.93,11.8,0.93,175.6,0.93,1.263e+06,1.00,1.01,1.00,10.8,1.00,10.253,1.00,27.58,1.00,26.92,0.48,27.52,1.00,27.59,1.00,36.1878,1.00,23.4469,1.00,27.54,1.00,36.2558,1.00,23.5466,1.00
2013-01-01 00:00:00,2013-01-01 10:00:00,0.028,0.51,0.017,0.45,-0.001,0.51,0.080,0.45,0.067,0.51,0.144,0.45,2.147e+06,0.51,1.28,0.51,11.3,0.51,161.9,0.51,1.079e+06,0.44,0.97,0.44,10.0,0.44,10.197,0.44,27.89,0.59,27.27,1.00,27.22,1.00,27.36,0.97,35.8689,0.97,23.2834,0.97,27.31,0.96,35.9849,0.96,23.4160,0.96
2014-01-01 00:00:00,2014-01-01 10:00:00,0.025,0.95,-0.010,0.42,0.001,0.95,0.070,0.42,0.062,0.95,0.122,0.42,1.482e+06,0.95,1.08,0.95,11.2,0.95,158.6,0.95,9.516e+05,1.00,0.87,1.00,10.7,1.00,10.274,1.00,27.14,0.49,27.58,1.00,27.55,1.00,27.71,0.71,35.6768,0.71,23.0212,0.71,27.68,0.71,35.6787,0.71,23.0650,0.71
2015-01-01 00:00:00,2015-01-01 10:00:00,0.029,0.91,0.019,0.43,0.003,0.91,0.056,0.43,0.066,0.91,0.122,0.43,2.142e+06,0.91,1.27,0.91,11.8,0.91,159.3,0.91,1.296e+06,1.00,1.00,1.00,11.0,1.00,10.295,1.00,27.80,1.00,27.78,1.00,27.76,1.00,27.86,0.85,35.9931,0.85,23.2126,0.85,27.73,0.91,35.9117,0.91,23.2260,0.91
