site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
B30,2023-08-11,26.571,27.5045,26.7137,26.8427791
B31,2023-08-11,26.5278,27.4058,26.69355,26.82925347
B32,2023-08-11,26.4287,27.5487,26.6975,26.85713111
B33,2023-08-11,26.1587,27.378,26.64325,26.75696694
B34,2023-08-11,26.2183,27.5362,26.6454,26.73330292
B35,2023-08-11,25.7774,27.8292,26.6499,26.68638958
E01,2023-08-11,26.5268,27.1077,26.75545,26.79458257
E02,2023-08-11,26.5568,27.1279,26.77455,26.8066166
E03,2023-08-11,26.4451,27.1174,26.74815,26.78744736
E04,2023-08-11,26.3722,27.1985,26.7373,26.78546694
N01,2023-08-11,26.4212,27.5857,26.668,26.77644222
N02,2023-08-11,26.5002,27.4345,26.72505,26.80510694
N03,2023-08-11,26.4975,27.5507,26.7921,26.83406306
N04,2023-08-11,26.2935,27.7206,26.54205,26.71580083
N05,2023-08-11,26.1512,27.7715,26.4798,26.66067875
W01,2023-08-11,26.5679,27.1691,26.78165,26.78496819
W02,2023-08-11,26.5509,27.2226,26.7646,26.77860194
W04,2023-08-11,26.4346,27.4908,26.68285,26.77497931
W05,2023-08-11,26.3262,27.4044,26.60135,26.73222569
B01,2023-08-12,26.5603,27.6037,26.76675,26.88149535
B02,2023-08-12,26.6046,27.5742,26.77825,26.8862825
B03,2023-08-12,26.6083,27.4766,26.7986,26.8821634
B04,2023-08-12,26.5221,27.5586,26.78505,26.87103694
B05,2023-08-12,26.5629,27.449,26.8146,26.88696868
B06,2023-08-12,26.5181,27.513,26.8046,26.87595389
B07,2023-08-12,26.4617,27.5404,26.75305,26.85873736
B08,2023-08-12,26.4681,27.6208,26.69805,26.86660799
B09,2023-08-12,26.3897,27.5538,26.7162,26.88881868
B10,2023-08-12,26.5616,27.0718,26.74245,26.77951007
B10.5,2023-08-12,26.6215,27.1057,26.75955,26.78633208
B11,2023-08-12,26.6075,27.006,26.74475,26.76383208
B12,2023-08-12,26.4614,27.2662,26.69735,26.77409653
B13,2023-08-12,26.5206,27.1643,26.6546,26.75892306
B14,2023-08-12,26.6305,27.126,26.7138,26.78351188
B15,2023-08-12,26.6622,27.0715,26.74345,26.79202688
B16,2023-08-12,26.6711,27.031,26.7529,26.79061736
B17,2023-08-12,26.6127,27.1256,26.715,26.78111028
B18,2023-08-12,26.6604,27.1262,26.71105,26.79281583
B19,2023-08-12,26.5457,27.1731,26.66805,26.76541396
B20,2023-08-12,26.5428,27.2907,26.69095,26.81864903
B21,2023-08-12,26.5828,27.348,26.7174,26.83427778
B22,2023-08-12,26.5074,27.3854,26.6985,26.82193514
B23,2023-08-12,26.5864,27.3869,26.79625,26.85233361
B24,2023-08-12,26.5986,27.2633,26.94075,26.90828708
B25,2023-08-12,26.563,27.5425,26.9302,26.93741944
B26,2023-08-12,26.6031,27.6157,26.9117,26.97514028
B27,2023-08-12,26.5558,27.4333,26.9004,26.92715833
B28,2023-08-12,26.5501,27.6911,26.8336,26.95293583
B29,2023-08-12,26.4612,27.6464,26.81875,26.92722639
B30,2023-08-12,26.5335,27.7023,26.85765,26.9168425
B31,2023-08-12,26.515,27.5231,26.83935,26.89106486
B32,2023-08-12,26.3211,27.5079,26.8368,26.83497972
B33,2023-08-12,26.2314,27.8216,26.55305,26.78137528
B34,2023-08-12,26.3696,27.626,26.5832,26.77972986
B35,2023-08-12,25.9852,28.1099,26.4014,26.74846479
E01,2023-08-12,26.6422,27.0341,26.7218,26.77533771
E02,2023-08-12,26.6518,27.0405,26.7425,26.78317667
E03,2023-08-12,26.6043,27.0801,26.7052,26.77504944
E04,2023-08-12,26.5628,27.1805,26.687,26.77958653
N01,2023-08-12,26.4274,27.6296,26.751,26.85186764
N02,2023-08-12,26.5401,27.6652,26.8056,26.88004729
N03,2023-08-12,26.5539,27.4242,26.8401,26.88828375
N04,2023-08-12,26.3383,27.9067,26.6775,26.84369042
N05,2023-08-12,26.2293,28.1092,26.6374,26.84031153
W01,2023-08-12,26.653,27.4917,26.9366,26.95965583
W02,2023-08-12,26.6383,27.5538,26.928,26.95996542
W04,2023-08-12,26.5465,27.7384,26.87015,26.98549125
W05,2023-08-12,26.4766,27.5817,26.84135,26.95779542
B01,2023-08-13,26.7328,27.7511,27.1632,27.15109174
B02,2023-08-13,26.743,27.6793,27.05515,27.09775625
B03,2023-08-13,26.7236,27.6422,26.9867,27.05837931
B04,2023-08-13,26.6858,27.4939,26.87885,26.98506167
B05,2023-08-13,26.7263,27.4025,26.92025,26.99401007
B06,2023-08-13,26.6736,27.3639,26.9359,26.95976264
B07,2023-08-13,26.6737,27.578,26.88395,27.00340778
B08,2023-08-13,26.6819,27.6189,26.82855,26.98979132
B09,2023-08-13,26.6356,27.4812,26.8906,26.97106
B10,2023-08-13,26.722,27.1288,26.86245,26.87554507
B10.5,2023-08-13,26.7216,27.207,26.83805,26.88153535
B11,2023-08-13,26.7,27.0965,26.8298,26.84509167
B12,2023-08-13,26.638,27.3382,26.7786,26.87833993
B13,2023-08-13,26.637,27.4021,26.7963,26.85449375
B14,2023-08-13,26.6548,27.3107,26.8893,26.88720521
B15,2023-08-13,26.6829,27.1087,26.7839,26.82276667
B16,2023-08-13,26.7095,27.0946,26.77995,26.83053111
B17,2023-08-13,26.6903,27.2843,26.8101,26.87296847
B18,2023-08-13,26.7057,27.2882,26.7922,26.88516792
B19,2023-08-13,26.6746,27.1479,26.8547,26.86238396
B20,2023-08-13,26.7157,27.3107,26.8047,26.92299875
B21,2023-08-13,26.6998,27.3843,26.8674,26.94434333
B22,2023-08-13,26.6914,27.305,26.87165,26.92732563
B23,2023-08-13,26.6858,27.2955,26.8366,26.90529194
B24,2023-08-13,26.7239,27.1796,26.8462,26.89678486
B25,2023-08-13,26.6463,27.5422,26.8381,26.9096425
B26,2023-08-13,26.5853,27.3549,26.83125,26.89169694
B27,2023-08-13,26.6716,27.2874,26.83255,26.89675681
B28,2023-08-13,26.482,27.4858,26.77445,26.93392
B29,2023-08-13,26.578,27.4615,26.81665,26.94918792
B30,2023-08-13,26.6282,27.462,26.84035,26.92440125
B31,2023-08-13,26.6027,27.4332,26.831,26.91347194
B32,2023-08-13,26.5458,27.3203,26.80525,26.87651181
B33,2023-08-13,26.2261,27.7561,26.8706,26.88999944
B34,2023-08-13,26.4599,27.827,26.7039,26.99778333
B35,2023-08-13,26.3573,28.5066,26.9058,27.14988292
E01,2023-08-13,26.6607,27.2632,26.88595,26.87663667
E02,2023-08-13,26.6652,27.3353,26.8778,26.88460069
E03,2023-08-13,26.6463,27.3235,26.87135,26.88198472
E04,2023-08-13,26.6351,27.3545,26.86875,26.89182514
N01,2023-08-13,26.6821,27.5884,26.875,26.99147194
N02,2023-08-13,26.7401,27.5226,26.9117,26.98054438
N03,2023-08-13,26.775,27.3275,26.9197,26.96344903
N04,2023-08-13,26.626,27.717,26.85555,27.00882556
N05,2023-08-13,26.6097,27.903,26.852,27.04102688
W01,2023-08-13,26.6579,27.3353,26.85215,26.89295403
W02,2023-08-13,26.649,27.367,26.84265,26.8843025
W04,2023-08-13,26.5297,27.4429,26.8083,26.90055993
W05,2023-08-13,26.5461,27.2736,26.80145,26.88627528
B01,2023-08-14,26.8528,27.778,27.01035,27.12332319
B02,2023-08-14,26.8669,27.6707,27.0032,27.08080972
B03,2023-08-14,26.8327,27.5577,26.9812,27.06897326
B04,2023-08-14,26.761,27.5581,26.9777,27.03701639
B05,2023-08-14,26.8242,27.4558,26.9672,27.06293104
B06,2023-08-14,26.6912,27.4894,26.91865,26.99848458
B07,2023-08-14,26.6996,27.4925,26.9348,27.02624556
B08,2023-08-14,26.664,27.5901,26.92965,27.0114991
B09,2023-08-14,26.6544,27.5411,26.8897,26.99990431
B10,2023-08-14,26.735,27.3219,26.8658,26.96370917
B10.5,2023-08-14,26.7368,27.2542,26.92445,26.92970271
B11,2023-08-14,26.6941,27.2352,26.83235,26.88139722
B12,2023-08-14,26.6034,27.6682,26.76845,26.94608632
B13,2023-08-14,26.5378,27.5281,26.8653,26.9671525
B14,2023-08-14,26.7428,27.4797,27.01135,27.06265854
B15,2023-08-14,26.7089,27.2877,26.9024,26.94409889
B16,2023-08-14,26.7142,27.2108,26.89185,26.92376097
B17,2023-08-14,26.6724,27.3836,26.79775,26.89176306
B18,2023-08-14,26.6683,27.3715,26.82765,26.91812653
B19,2023-08-14,26.5958,27.388,26.756,26.891225
B20,2023-08-14,26.4349,27.4839,26.811,26.92565667
B21,2023-08-14,26.4042,27.6506,26.80925,26.93675347
B22,2023-08-14,26.4581,27.5989,26.80875,26.95562542
B23,2023-08-14,26.4088,27.6398,26.7653,26.91344931
B24,2023-08-14,26.4603,27.4611,26.88565,26.9104975
B25,2023-08-14,26.3804,27.7825,26.8168,26.91748222
B26,2023-08-14,26.2271,27.6584,26.76775,26.86677778
B27,2023-08-14,26.4562,27.5653,26.8471,26.93829514
B28,2023-08-14,26.3331,27.777,26.784,26.92507681
B29,2023-08-14,26.3712,27.7749,26.81455,26.93275708
B30,2023-08-14,26.392,27.7378,26.82585,26.93072403
B31,2023-08-14,26.3584,27.6756,26.8285,26.94471778
B32,2023-08-14,26.303,27.8758,26.91315,26.97888236
B33,2023-08-14,26.2246,27.9327,26.64915,26.78725
B34,2023-08-14,26.3188,27.9135,26.80535,26.90663083
B35,2023-08-14,26.2047,27.8035,26.67955,26.92387993
E01,2023-08-14,26.7605,27.4251,27.0258,27.0479259
E02,2023-08-14,26.7993,27.5156,27.0457,27.05925417
E03,2023-08-14,26.727,27.4659,26.9604,27.04884583
E04,2023-08-14,26.6838,27.5473,26.9309,27.05671917
N01,2023-08-14,26.7231,27.6277,26.9155,27.04635458
N02,2023-08-14,26.7828,27.5203,26.96585,27.03441764
N03,2023-08-14,26.8179,27.3563,26.986,27.01568542
N04,2023-08-14,26.671,27.7801,26.8987,27.08788667
N05,2023-08-14,26.6163,28.0843,26.8694,27.11337549
W01,2023-08-14,26.4195,27.4991,26.85795,26.88673236
W02,2023-08-14,26.3523,27.4851,26.82505,26.87016431
W04,2023-08-14,26.1968,27.8826,26.7106,26.8628259
W05,2023-08-14,26.2585,27.9131,26.65475,26.85967389
B01,2023-08-15,26.5823,27.7872,26.88605,27.00756042
B02,2023-08-15,26.5592,27.8618,26.8715,27.03655611
B03,2023-08-15,26.3336,27.7289,26.86915,26.93401965
B04,2023-08-15,26.5337,27.7288,26.81675,26.93560819
B05,2023-08-15,26.4314,27.5349,26.8776,26.90661479
B06,2023-08-15,26.3397,27.4916,26.8342,26.85580778
B07,2023-08-15,25.7729,27.6833,26.87885,26.80490375
B08,2023-08-15,25.5199,27.7258,26.8245,26.78695014
B09,2023-08-15,25.8468,27.5422,26.8281,26.78382875
B10,2023-08-15,26.5376,27.1717,26.768,26.83318222
B10.5,2023-08-15,26.5602,27.1497,26.7671,26.81668708
B11,2023-08-15,26.6448,27.0916,26.7815,26.8256
B12,2023-08-15,26.5646,27.4168,26.74715,26.83101403
B13,2023-08-15,26.5232,27.2177,26.78355,26.82813861
B14,2023-08-15,26.6828,27.1939,26.8193,26.86068944
B15,2023-08-15,26.7285,27.094,26.82985,26.86810903
B16,2023-08-15,26.7334,27.0999,26.8366,26.87172694
B17,2023-08-15,26.6461,27.0696,26.7806,26.80933507
B18,2023-08-15,26.6991,27.1667,26.8148,26.85645875
B19,2023-08-15,26.5991,27.1727,26.7588,26.79615882
B20,2023-08-15,26.6109,27.1153,26.80805,26.83014569
B21,2023-08-15,26.6647,27.2134,26.80225,26.84224833
B22,2023-08-15,26.6294,27.1877,26.7805,26.83690472
B23,2023-08-15,26.652,27.2335,26.8095,26.85881681
B24,2023-08-15,26.6535,27.1152,26.81845,26.84031681
B25,2023-08-15,26.6741,27.3085,26.8148,26.86189069
B26,2023-08-15,26.6532,27.2002,26.8238,26.85805361
B27,2023-08-15,26.6478,27.1596,26.85975,26.87101583
B28,2023-08-15,26.6338,27.246,26.827,26.86956611
B29,2023-08-15,26.5978,27.2608,26.79905,26.84761528
B30,2023-08-15,26.6743,27.2106,26.83925,26.86627653
B31,2023-08-15,26.6558,27.2315,26.851,26.87181833
B32,2023-08-15,26.4734,27.2111,26.7647,26.80266681
B33,2023-08-15,26.2815,27.3253,26.77625,26.78687153
B34,2023-08-15,26.2634,27.3887,26.74835,26.77720986
B35,2023-08-15,25.697,27.6919,26.71845,26.70364653
E01,2023-08-15,26.6993,27.1095,26.82085,26.85478743
E02,2023-08-15,26.7319,27.1132,26.84005,26.86432424
E03,2023-08-15,26.6564,27.1142,26.81315,26.84121861
E04,2023-08-15,26.6305,27.1741,26.8017,26.84105938
N01,2023-08-15,26.5858,27.8029,26.8322,26.96297667
N02,2023-08-15,26.6343,27.7916,26.87375,26.98317465
N03,2023-08-15,26.6966,27.6204,26.92445,26.99560014
N04,2023-08-15,26.4158,27.9759,26.7871,26.95254542
N05,2023-08-15,26.3167,28.1186,26.7472,26.95594882
W01,2023-08-15,26.7399,27.1094,26.8568,26.87988819
W02,2023-08-15,26.722,27.1703,26.8455,26.87501972
W04,2023-08-15,26.6004,27.2704,26.7981,26.83730819
W05,2023-08-15,26.4809,27.2287,26.77685,26.78824597
B01,2023-08-16,26.4914,27.8205,27.0058,27.04010875
B02,2023-08-16,26.4255,27.806,26.8798,27.03186083
B03,2023-08-16,26.3041,27.8312,26.8375,26.98072354
B04,2023-08-16,26.4061,27.9289,26.894,27.04637028
B05,2023-08-16,26.4722,27.6805,26.88765,26.96447201
B06,2023-08-16,26.4185,27.6742,26.8258,26.94505583
B07,2023-08-16,26.2709,27.8905,26.8612,26.96370778
B08,2023-08-16,25.7636,28.1216,26.905,26.94539563
B09,2023-08-16,26.1505,27.8274,26.81405,26.90576583
B10,2023-08-16,26.6153,27.1574,26.7464,26.79865375
B10.5,2023-08-16,26.6112,27.1236,26.75335,26.79917528
B11,2023-08-16,26.6627,27.0441,26.7635,26.79088722
B12,2023-08-16,26.5814,27.2161,26.72575,26.76770257
B13,2023-08-16,26.5635,27.1159,26.71465,26.77384181
B14,2023-08-16,26.6555,27.1836,26.77215,26.83530875
B15,2023-08-16,26.6792,27.1302,26.79955,26.86249806
B16,2023-08-16,26.6603,27.1488,26.8267,26.86249278
B17,2023-08-16,26.6484,27.1301,26.7836,26.82141417
B18,2023-08-16,26.6933,27.176,26.7993,26.85064972
B19,2023-08-16,26.5677,27.187,26.7405,26.79481653
B20,2023-08-16,26.6033,27.1461,26.75655,26.81814861
B21,2023-08-16,26.6157,27.2081,26.75815,26.83001194
B22,2023-08-16,26.5878,27.1839,26.7442,26.81109215
B23,2023-08-16,26.609,27.2106,26.76125,26.81765931
B24,2023-08-16,26.5743,27.0654,26.7459,26.78772569
B25,2023-08-16,26.5772,27.1987,26.74715,26.80611764
B26,2023-08-16,26.5742,27.1457,26.7379,26.79166708
B27,2023-08-16,26.5107,27.1211,26.74235,26.78356806
B28,2023-08-16,26.6006,27.2083,26.7281,26.80603139
B29,2023-08-16,26.4969,27.1938,26.73275,26.79672889
B30,2023-08-16,26.6183,27.1394,26.75975,26.81825556
B31,2023-08-16,26.6334,27.1976,26.7635,26.82408222
B32,2023-08-16,26.2013,27.1298,26.7187,26.65705347
B33,2023-08-16,26.5041,27.314,26.6567,26.78029153
B34,2023-08-16,26.5027,27.3961,26.65385,26.80146722
B35,2023-08-16,26.295,27.6545,26.5107,26.76795514
E01,2023-08-16,26.6714,27.0975,26.77645,26.83181611
E02,2023-08-16,26.7005,27.1147,26.78795,26.83697944
E03,2023-08-16,26.6438,27.0883,26.76825,26.82346556
E04,2023-08-16,26.6165,27.1549,26.76095,26.82338882
N01,2023-08-16,26.3324,27.9967,26.85125,27.01656667
N02,2023-08-16,26.366,27.9233,26.90945,27.03922764
N03,2023-08-16,26.3474,27.7406,26.9445,27.01792181
N04,2023-08-16,26.2909,28.4551,26.85795,27.07144583
N05,2023-08-16,26.1672,28.6447,26.8556,27.10037806
W01,2023-08-16,26.6404,27.0909,26.7902,26.82503153
W02,2023-08-16,26.6342,27.1229,26.7724,26.81370736
W04,2023-08-16,26.5245,27.2278,26.69995,26.76751007
W05,2023-08-16,26.444,27.175,26.665,26.71853653
B01,2023-08-17,26.575,27.3876,26.7902,26.85434563
B02,2023-08-17,26.557,27.3327,26.8231,26.88862042
B03,2023-08-17,26.6645,27.3211,26.8477,26.90925194
B04,2023-08-17,26.4163,27.4383,26.75755,26.85062181
B05,2023-08-17,26.6638,27.3019,26.84135,26.90730931
B06,2023-08-17,26.4681,27.2672,26.7794,26.79968361
B07,2023-08-17,26.447,27.2982,26.85,26.83184875
B08,2023-08-17,26.4015,27.4015,26.73195,26.77535722
B09,2023-08-17,26.1499,27.3385,26.73895,26.76547556
B10,2023-08-17,26.6573,26.9872,26.7549,26.77886056
B10.5,2023-08-17,26.6841,27.0703,26.7508,26.79658583
B11,2023-08-17,26.6775,26.9453,26.7438,26.77468222
B12,2023-08-17,26.6385,27.189,26.7349,26.79226674
B13,2023-08-17,26.6677,26.6686,26.66815,26.66815
B14,2023-08-17,26.6214,27.0957,26.72425,26.76875514
B15,2023-08-17,26.6989,26.9869,26.74145,26.78287368
B16,2023-08-17,26.7014,26.9828,26.75105,26.77689403
B17,2023-08-17,26.6155,26.9605,26.7587,26.76146979
B18,2023-08-17,26.6854,26.983,26.7691,26.78901444
B19,2023-08-17,26.6609,26.9686,26.7442,26.77005243
B20,2023-08-17,26.641,27.0218,26.73375,26.78691583
B21,2023-08-17,26.6706,27.0883,26.7504,26.79406222
B22,2023-08-17,26.6162,27.0777,26.74625,26.78346771
B23,2023-08-17,26.6034,27.0101,26.7244,26.76364375
B24,2023-08-17,26.6067,27.0002,26.74195,26.77225097
B25,2023-08-17,26.5891,27.1122,26.7337,26.77560931
B26,2023-08-17,26.5828,27.1168,26.71245,26.76707306
B27,2023-08-17,26.5954,26.9858,26.7575,26.78021569
B28,2023-08-17,26.4496,27.0932,26.7327,26.76394028
B29,2023-08-17,26.453,27.1063,26.75625,26.77901
B30,2023-08-17,26.5379,27.0508,26.7843,26.78451278
B31,2023-08-17,26.527,27.1743,26.77225,26.79004167
B32,2023-08-17,26.4491,27.1219,26.7556,26.74634069
B33,2023-08-17,26.234,27.0536,26.631,26.64578458
B34,2023-08-17,26.0996,27.064,26.61655,26.63506764
B35,2023-08-17,25.6064,27.6107,26.526,26.63176201
E01,2023-08-17,26.6218,27.0148,26.72645,26.76469444
E02,2023-08-17,26.6482,27.0685,26.7345,26.76857111
E03,2023-08-17,26.5794,27.0203,26.72,26.75483347
E04,2023-08-17,26.5429,27.0457,26.7172,26.75499646
N01,2023-08-17,26.3971,27.409,26.75235,26.81398681
N02,2023-08-17,26.5196,27.3583,26.76885,26.82878271
N03,2023-08-17,26.5054,27.2295,26.8038,26.83617694
N04,2023-08-17,26.2623,27.6804,26.69725,26.8102775
N05,2023-08-17,26.134,27.7523,26.6499,26.78907924
W01,2023-08-17,26.629,27.0352,26.75635,26.78965778
W02,2023-08-17,26.6247,27.0908,26.743,26.77991903
W04,2023-08-17,26.5463,27.0817,26.68435,26.74800882
W05,2023-08-17,26.4801,27.0218,26.64525,26.70504444
B01,2023-08-18,26.3051,27.1858,26.5796,26.6589825
B02,2023-08-18,26.4945,27.1267,26.59115,26.69584833
B03,2023-08-18,26.6105,27.0076,26.6948,26.7473784
B04,2023-08-18,26.3825,27.1447,26.5199,26.62269167
B05,2023-08-18,26.5166,26.982,26.6314,26.67868896
B06,2023-08-18,26.3871,27.0779,26.5817,26.65259653
B07,2023-08-18,26.2744,27.1316,26.53365,26.60900181
B08,2023-08-18,26.1838,27.1455,26.448,26.54808833
B09,2023-08-18,25.9002,27.0556,26.3225,26.4220575
B10,2023-08-18,26.5669,26.9298,26.67675,26.68533069
B10.5,2023-08-18,26.6146,26.9621,26.6971,26.71182528
B11,2023-08-18,26.611,26.8939,26.6978,26.70302375
B12,2023-08-18,26.5318,27.0685,26.64755,26.67503236
B13,2023-08-18,26.4692,26.9482,26.5771,26.65304715
B14,2023-08-18,26.541,26.9257,26.64595,26.66077354
B15,2023-08-18,26.6121,26.9214,26.70725,26.71338444
B16,2023-08-18,26.6065,26.9043,26.72415,26.72005653
B17,2023-08-18,26.5853,26.8458,26.67,26.6843091
B18,2023-08-18,26.6016,26.9527,26.7241,26.72987972
B19,2023-08-18,26.5532,26.9571,26.70395,26.72215806
B20,2023-08-18,26.4634,27.0104,26.69355,26.72026708
B21,2023-08-18,26.4822,27.1579,26.7007,26.72818028
B22,2023-08-18,26.407,27.1233,26.6524,26.70111299
B23,2023-08-18,26.2357,27.1934,26.6617,26.68065347
B24,2023-08-18,26.4275,27.0581,26.67185,26.70095708
B25,2023-08-18,26.3055,27.2494,26.6768,26.70614611
B26,2023-08-18,26.1987,27.2554,26.66665,26.70875
B27,2023-08-18,26.2512,27.1512,26.6683,26.67829528
B28,2023-08-18,25.8637,27.3545,26.5404,26.57450125
B29,2023-08-18,25.8477,27.1851,26.4751,26.50563778
B30,2023-08-18,26.2173,27.147,26.57295,26.61200139
B31,2023-08-18,25.9431,27.2137,26.53335,26.56375569
B32,2023-08-18,25.9205,27.3339,26.4985,26.53371889
B33,2023-08-18,25.2234,27.3321,26.2189,26.27715056
B34,2023-08-18,25.1738,27.3362,26.1962,26.21182444
B35,2023-08-18,24.6203,27.5622,25.79525,26.10608431
E01,2023-08-18,26.5369,26.8923,26.6518,26.663175
E02,2023-08-18,26.5631,26.8802,26.6688,26.67665354
E03,2023-08-18,26.4736,26.8885,26.6226,26.63857097
E04,2023-08-18,26.4297,26.9213,26.60075,26.61784472
N01,2023-08-18,26.3282,27.0961,26.51265,26.58557958
N02,2023-08-18,26.3944,27.0423,26.53755,26.62364326
N03,2023-08-18,26.4301,26.934,26.59035,26.64354986
N04,2023-08-18,26.1292,27.2495,26.3742,26.51405431
N05,2023-08-18,25.9974,27.2826,26.26,26.43368604
W01,2023-08-18,26.3831,27.1072,26.7101,26.73612056
W02,2023-08-18,26.3437,27.2099,26.69365,26.72636764
W04,2023-08-18,26.0107,27.3194,26.63555,26.66890056
W05,2023-08-18,25.8976,27.2899,26.6062,26.62782417
B01,2023-08-19,26.4649,27.3325,26.706,26.78290069
B02,2023-08-19,26.4971,27.2617,26.7465,26.78510875
B03,2023-08-19,26.5826,27.1665,26.7593,26.79030326
B04,2023-08-19,26.4178,27.1705,26.7108,26.73354181
B05,2023-08-19,26.4809,27.0779,26.7297,26.74573431
B06,2023-08-19,26.4491,27.0963,26.69805,26.71535014
B07,2023-08-19,26.3916,27.1896,26.71935,26.72314542
B08,2023-08-19,26.3864,27.2165,26.60805,26.68532514
B09,2023-08-19,26.0763,27.0567,26.6778,26.58632667
B10,2023-08-19,26.5789,26.9711,26.6421,26.69810243
B10.5,2023-08-19,26.5823,26.9715,26.65645,26.7056759
B11,2023-08-19,26.5912,26.8894,26.6658,26.69793917
B12,2023-08-19,26.5259,27.103,26.6133,26.69205535
B13,2023-08-19,26.6905,26.9342,26.8357,26.82245691
B14,2023-08-19,26.545,26.9784,26.62385,26.66986667
B15,2023-08-19,26.5802,26.9519,26.6745,26.69130132
B16,2023-08-19,26.5859,26.9282,26.67925,26.71190111
B17,2023-08-19,26.579,26.9784,26.6946,26.72604729
B18,2023-08-19,26.5568,27.0401,26.66355,26.73197917
B19,2023-08-19,26.5602,27.0266,26.618,26.70868965
B20,2023-08-19,26.4163,27.0849,26.5598,26.66185056
B21,2023-08-19,26.3555,27.1257,26.5489,26.66354236
B22,2023-08-19,26.4017,27.2635,26.52685,26.67538535
B23,2023-08-19,26.2149,27.1347,26.57415,26.65425417
B24,2023-08-19,26.4235,27.0338,26.54585,26.65273958
B25,2023-08-19,26.3945,27.1675,26.5246,26.65234917
B26,2023-08-19,26.3831,27.2012,26.493,26.64829069
B27,2023-08-19,26.3507,27.2586,26.52475,26.67936042
B28,2023-08-19,26.1595,27.6124,26.3411,26.63142569
B29,2023-08-19,26.0777,27.4144,26.3297,26.55103514
B30,2023-08-19,26.3078,27.4984,26.47325,26.67097819
B31,2023-08-19,26.2874,27.4921,26.4336,26.67296708
B32,2023-08-19,26.1977,27.4078,26.41875,26.64182111
B33,2023-08-19,25.6134,27.549,26.0839,26.37049681
B34,2023-08-19,25.618,27.5963,26.21045,26.42164514
B35,2023-08-19,25.2611,27.7498,26.18535,26.38616931
E01,2023-08-19,26.5517,26.9058,26.6287,26.66669472
E02,2023-08-19,26.5626,26.9109,26.64225,26.67278813
E03,2023-08-19,26.5191,26.9053,26.61435,26.65037444
E04,2023-08-19,26.4941,26.948,26.5977,26.64304993
N01,2023-08-19,26.404,27.1893,26.7015,26.73383181
N02,2023-08-19,26.5043,27.1623,26.7122,26.74771604
N03,2023-08-19,26.4991,27.0744,26.7536,26.75535389
N04,2023-08-19,26.2817,27.3645,26.63355,26.70152861
N05,2023-08-19,26.1628,27.5067,26.574,26.67512188
W01,2023-08-19,26.4417,27.0797,26.5772,26.68208542
W02,2023-08-19,26.4399,27.1597,26.5522,26.67206597
W04,2023-08-19,26.256,27.2948,26.4446,26.62825257
W05,2023-08-19,26.0395,27.3144,26.38555,26.58046347
B01,2023-08-20,26.4499,27.5594,26.70845,26.82373813
B02,2023-08-20,26.5338,27.4619,26.7247,26.84348236
B03,2023-08-20,26.4588,27.5426,26.73735,26.86401764
B04,2023-08-20,26.4092,27.4503,26.7045,26.82335944
B05,2023-08-20,26.4392,27.3714,26.70875,26.79933382
B06,2023-08-20,26.3514,27.3372,26.708,26.76406236
B07,2023-08-20,26.4852,27.4863,26.68135,26.80875292
B08,2023-08-20,26.2581,27.7517,26.6281,26.78962715
B09,2023-08-20,26.3935,27.4078,26.6452,26.76372958
B10,2023-08-20,26.5232,27.0426,26.6401,26.69755653
B10.5,2023-08-20,26.5621,26.9751,26.65215,26.69712257
B11,2023-08-20,26.5712,26.9634,26.6442,26.68017111
B12,2023-08-20,26.4894,27.3278,26.6098,26.68862368
B13,2023-08-20,26.4414,27.0839,26.5988,26.67451046
B14,2023-08-20,26.5428,27.1396,26.62175,26.69320208
B15,2023-08-20,26.6035,27.0135,26.65955,26.70669563
B16,2023-08-20,26.6092,26.9632,26.66075,26.70504347
B17,2023-08-20,26.5988,27.0068,26.6656,26.71447333
B18,2023-08-20,26.6007,27.0718,26.6671,26.72525861
B19,2023-08-20,26.5223,27.1136,26.6309,26.68775701
B20,2023-08-20,26.4115,27.1394,26.56745,26.65070792
B21,2023-08-20,26.4397,27.1134,26.59225,26.65419181
B22,2023-08-20,26.4229,27.1087,26.58085,26.63799313
B23,2023-08-20,26.3977,27.049,26.6235,26.65431569
B24,2023-08-20,26.4141,26.9999,26.55655,26.61927194
B25,2023-08-20,26.3961,27.1435,26.5448,26.62493292
B26,2023-08-20,26.3973,27.2295,26.5194,26.61255694
B27,2023-08-20,26.4041,27.1023,26.57935,26.61083222
B28,2023-08-20,26.2722,27.234,26.5006,26.58389917
B29,2023-08-20,26.2065,27.1181,26.565,26.58648903
B30,2023-08-20,26.3876,27.2596,26.57125,26.63724465
B31,2023-08-20,26.3941,27.2022,26.5818,26.64564
B32,2023-08-20,26.2515,27.2472,26.51605,26.59127556
B33,2023-08-20,25.9952,27.4773,26.44575,26.56091278
B34,2023-08-20,26.0202,27.5953,26.55925,26.65712958
B35,2023-08-20,25.6231,27.7387,26.47975,26.62148403
E01,2023-08-20,26.5623,26.9986,26.6247,26.68816528
E02,2023-08-20,26.5978,26.9641,26.63955,26.69656813
E03,2023-08-20,26.5277,27.0056,26.6144,26.67602486
E04,2023-08-20,26.4894,27.0924,26.60105,26.67163451
N01,2023-08-20,26.4123,27.4835,26.6975,26.85083722
N02,2023-08-20,26.4028,27.4484,26.7088,26.83480674
