site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
B18,2022-03-27,28.5961,29.2289,28.75485,28.84757014
B19,2022-03-27,28.5418,29.5172,28.65985,28.86850042
B20,2022-03-27,28.412,29.6019,28.63835,28.84037569
B21,2022-03-27,28.3631,29.4931,28.63525,28.82819639
B22,2022-03-27,28.3946,29.6192,28.64775,28.88744597
B24,2022-03-27,28.4806,29.6647,28.6927,28.89823361
B25,2022-03-27,28.4492,29.9493,28.65315,28.90207069
B26,2022-03-27,28.4869,29.9076,28.7505,28.99490063
B27,2022-03-27,28.5027,29.3098,28.83465,28.89073653
B28,2022-03-27,28.3434,29.6226,28.69555,28.91011861
B29,2022-03-27,28.3522,29.9656,28.7432,28.99282625
B30,2022-03-27,28.5153,29.6689,28.78435,28.93421569
B31,2022-03-27,28.5355,29.6073,28.7484,28.91832472
B32,2022-03-27,28.4839,29.5615,28.7256,28.85952514
B33,2022-03-27,28.3212,29.4345,28.59775,28.77123694
B35,2022-03-27,28.4009,29.8634,28.61965,28.88118125
N01,2022-03-27,28.5353,29.074,28.78075,28.79917736
N02,2022-03-27,28.5459,29.111,28.79085,28.81165347
N03,2022-03-27,28.5692,29.0258,28.80545,28.80138222
N04,2022-03-27,28.5055,29.2255,28.7568,28.82605917
N05,2022-03-27,28.4795,29.495,28.7381,28.86716028
W01,2022-03-27,28.5629,29.5951,28.7662,28.89866181
W02,2022-03-27,28.5433,29.685,28.7613,28.91755236
W04,2022-03-27,28.4241,30.0976,28.76165,29.02272722
W05,2022-03-27,28.3353,29.8628,28.7271,28.98263181
B01,2022-03-28,28.6161,29.1403,28.7682,28.80788
B02,2022-03-28,28.6529,29.1711,28.743,28.81106028
B03,2022-03-28,28.6524,29.0984,28.74965,28.81483
B04,2022-03-28,28.6135,29.0059,28.7567,28.78996792
B05,2022-03-28,28.6856,29.1382,28.81585,28.85575681
B06,2022-03-28,28.6628,29.0636,28.7778,28.81321444
B07,2022-03-28,28.5937,29.084,28.7931,28.80627236
B08,2022-03-28,28.6144,29.2002,28.72665,28.81392806
B09,2022-03-28,28.5817,29.1632,28.7022,28.78898333
B10,2022-03-28,28.5606,29.3917,28.72055,28.81923403
B10.5,2022-03-28,28.5862,29.3366,28.74355,28.82904319
B11,2022-03-28,28.6004,29.2775,28.8089,28.86189347
B12,2022-03-28,28.6712,29.385,28.8507,28.94075778
B13,2022-03-28,28.6203,29.5247,28.8625,28.95001931
B14,2022-03-28,28.6174,29.2687,28.76575,28.84835417
B15,2022-03-28,28.5902,29.1871,28.66315,28.77571778
B16,2022-03-28,28.6032,29.1383,28.77715,28.82182333
B17,2022-03-28,28.6337,29.1618,28.72685,28.81771667
B18,2022-03-28,28.6515,29.1338,28.70835,28.82030097
B19,2022-03-28,28.5054,29.3214,28.64745,28.81918875
B20,2022-03-28,28.3234,29.4057,28.6076,28.76073597
B21,2022-03-28,28.3568,29.2901,28.55785,28.73457069
B22,2022-03-28,28.3827,29.4065,28.57955,28.75330889
B24,2022-03-28,28.2795,29.671,28.7724,28.84822778
B25,2022-03-28,28.3188,30.3891,28.9893,29.01600667
B26,2022-03-28,28.3734,30.147,29.12835,29.09284743
B27,2022-03-28,28.5641,29.3351,28.88025,28.93031056
B28,2022-03-28,28.3866,29.7514,28.96855,29.01810931
B29,2022-03-28,28.3014,30.1115,28.9962,29.07154681
B30,2022-03-28,28.3735,30.1056,29.0377,29.04645333
B31,2022-03-28,28.3509,29.6038,28.997,28.93843111
B32,2022-03-28,28.2974,29.2566,28.8315,28.78796486
B33,2022-03-28,28.0839,29.5836,28.5914,28.70555847
B35,2022-03-28,28.3937,29.8597,28.62655,28.85316778
N01,2022-03-28,28.6138,29.0589,28.7594,28.80191181
N02,2022-03-28,28.6456,29.1298,28.77635,28.81768597
N03,2022-03-28,28.6595,29.0022,28.793,28.80568347
N04,2022-03-28,28.5734,29.201,28.73065,28.82275861
N05,2022-03-28,28.5562,29.4845,28.70895,28.85985681
W01,2022-03-28,28.4756,29.8633,29.11265,29.04405903
W02,2022-03-28,28.4523,29.9381,29.12205,29.05614181
W04,2022-03-28,28.3247,30.2523,29.1077,29.10985278
W05,2022-03-28,28.3046,30.0677,29.05525,29.07522389
B01,2022-03-29,28.5779,29.1659,28.6626,28.76399222
B02,2022-03-29,28.6109,29.179,28.7047,28.77572014
B03,2022-03-29,28.6675,29.1209,28.78185,28.82777431
B04,2022-03-29,28.6008,29.0873,28.69715,28.77645056
B05,2022-03-29,28.6321,29.0934,28.7426,28.80318569
B06,2022-03-29,28.5818,28.9982,28.7188,28.75096236
B07,2022-03-29,28.5844,28.9479,28.7594,28.76240736
B08,2022-03-29,28.5557,29.1768,28.6589,28.76849889
B09,2022-03-29,28.5394,29.0994,28.7021,28.76615417
B10,2022-03-29,28.4571,29.2979,28.63395,28.77660639
B10.5,2022-03-29,28.5246,29.2429,28.6637,28.78651889
B11,2022-03-29,28.5844,29.1712,28.72225,28.80577667
B12,2022-03-29,28.6401,29.373,28.7834,28.91022486
B13,2022-03-29,28.531,29.3181,28.72165,28.83875556
B14,2022-03-29,28.5509,29.2236,28.6865,28.80361292
B15,2022-03-29,28.5992,29.0893,28.65565,28.76042486
B16,2022-03-29,28.5855,29.1054,28.6599,28.77142181
B17,2022-03-29,28.6174,29.2116,28.7092,28.81092986
B18,2022-03-29,28.5674,29.1175,28.6549,28.78119542
B19,2022-03-29,28.438,29.2599,28.61005,28.79157028
B20,2022-03-29,28.3657,29.3075,28.66685,28.77281167
B21,2022-03-29,28.393,29.2402,28.73885,28.76888444
B22,2022-03-29,28.3823,29.371,28.86845,28.86261819
B24,2022-03-29,28.6007,29.5,28.98645,29.02161431
B25,2022-03-29,28.65,29.7551,29.0852,29.04592694
B26,2022-03-29,28.6593,29.6179,29.0757,29.08965924
B27,2022-03-29,28.5688,29.4912,29.0933,29.02409681
B28,2022-03-29,28.4691,29.6835,29.1132,29.03873028
B29,2022-03-29,28.3379,29.6376,29.0935,29.01252236
B30,2022-03-29,28.5132,29.5534,29.07375,29.00458486
B31,2022-03-29,28.5361,29.4354,29.08085,28.99138764
B32,2022-03-29,28.3645,29.3044,28.98525,28.88651097
B33,2022-03-29,28.2677,29.5534,28.7094,28.80819528
B35,2022-03-29,28.1394,30.0081,28.5923,28.81378153
N01,2022-03-29,28.577,29.079,28.70545,28.76053917
N02,2022-03-29,28.5957,29.155,28.71475,28.77333514
N03,2022-03-29,28.6115,28.9984,28.7235,28.75851639
N04,2022-03-29,28.5501,29.1864,28.67095,28.77483458
N05,2022-03-29,28.5182,29.4407,28.64985,28.81516458
W01,2022-03-29,28.7307,29.5209,29.0451,29.05192694
W02,2022-03-29,28.7202,29.5427,29.05305,29.06172347
W04,2022-03-29,28.6361,29.7369,29.08455,29.11188444
W05,2022-03-29,28.5298,29.6163,29.0501,29.07637139
B01,2022-03-30,28.5495,29.4676,28.8251,28.87655167
B02,2022-03-30,28.5789,29.2685,28.7512,28.82440639
B03,2022-03-30,28.5874,29.3187,28.7717,28.82818583
B04,2022-03-30,28.5655,29.2157,28.7485,28.79068292
B05,2022-03-30,28.6069,29.3487,28.81895,28.85398431
B06,2022-03-30,28.6119,29.0945,28.7511,28.80867153
B07,2022-03-30,28.5872,29.1342,28.74205,28.79257417
B08,2022-03-30,28.6026,29.3456,28.7611,28.84799583
B09,2022-03-30,28.4646,29.3003,28.70175,28.79522458
B10,2022-03-30,28.501,29.7021,28.656,28.88339208
B10.5,2022-03-30,28.5398,29.3673,28.63655,28.78474431
B11,2022-03-30,28.5499,29.2962,28.70415,28.74544069
B12,2022-03-30,28.4943,30.0735,28.6994,28.86004042
B13,2022-03-30,28.4618,29.4377,28.66695,28.79341764
B14,2022-03-30,28.5252,29.2249,28.9941,28.88014958
B15,2022-03-30,28.5642,29.6107,28.94395,28.92608931
B16,2022-03-30,28.6187,29.5271,28.8941,28.88963153
B17,2022-03-30,28.5598,29.6971,28.97415,28.93929236
B18,2022-03-30,28.5254,29.5396,28.9882,28.94504194
B19,2022-03-30,28.4501,29.5391,28.97545,28.93453431
B20,2022-03-30,28.639,29.8616,29.17065,29.13779889
B21,2022-03-30,28.7079,30.0917,29.2152,29.16849153
B22,2022-03-30,28.701,29.7813,29.15905,29.15980389
B24,2022-03-30,28.6971,29.9097,29.18105,29.15859403
B25,2022-03-30,28.6685,29.9817,29.0289,29.07512847
B26,2022-03-30,28.7095,30.0223,29.0557,29.08859188
B27,2022-03-30,28.8229,29.8106,29.07265,29.06373764
B28,2022-03-30,28.7909,29.8503,29.0485,29.13184819
B29,2022-03-30,28.664,29.9174,29.13505,29.19099889
B30,2022-03-30,28.6897,29.9589,29.0392,29.13332583
B31,2022-03-30,28.6254,29.7807,29.0586,29.08334444
B32,2022-03-30,28.5835,29.3581,28.9513,28.90066278
B33,2022-03-30,28.4806,29.6815,28.6613,28.82442597
B35,2022-03-30,28.4229,29.4798,28.63575,28.78009708
N01,2022-03-30,28.5518,29.2915,28.765,28.79296292
N02,2022-03-30,28.572,29.3111,28.7744,28.80497986
N03,2022-03-30,28.587,29.1215,28.78285,28.78596653
N04,2022-03-30,28.5168,29.3664,28.7091,28.81503778
N05,2022-03-30,28.4915,29.6625,28.6843,28.85150889
W01,2022-03-30,28.7205,29.9724,28.9982,29.060895
W02,2022-03-30,28.7209,29.9823,29.0146,29.06519556
W04,2022-03-30,28.7027,30.1182,29.04275,29.09648375
W05,2022-03-30,28.6571,30.0464,29.02065,29.07239368
B01,2022-03-31,28.5533,29.6908,28.8564,28.92899764
B02,2022-03-31,28.6123,29.7353,28.8646,28.98640611
B03,2022-03-31,28.6759,29.7322,28.93145,29.04699097
B04,2022-03-31,28.6882,29.3098,28.8316,28.90743056
B05,2022-03-31,28.6718,29.5634,28.7573,28.89136694
B06,2022-03-31,28.645,29.3378,28.8426,28.88326625
B07,2022-03-31,28.6326,29.4492,28.8756,28.914185
B08,2022-03-31,28.5908,29.5725,28.8942,28.9758675
B09,2022-03-31,28.6315,29.3868,28.74015,28.85504042
B10,2022-03-31,28.3985,29.4316,28.9003,28.88503875
B10.5,2022-03-31,28.4842,29.302,28.9102,28.86407306
B11,2022-03-31,28.5764,29.2224,28.9201,28.88353431
B12,2022-03-31,28.5357,29.4405,28.93445,28.93869681
B13,2022-03-31,28.4842,29.5873,28.8884,28.97218361
B14,2022-03-31,28.7226,29.5027,28.9635,29.04448417
B15,2022-03-31,28.7979,29.5222,28.994,29.06264042
B16,2022-03-31,28.8058,29.4153,28.99925,29.06519639
B17,2022-03-31,28.8296,29.5573,29.00485,29.08430194
B18,2022-03-31,28.8138,29.4445,28.9916,29.06659431
B19,2022-03-31,28.7417,29.6699,29.00815,29.09577167
B20,2022-03-31,28.8084,29.5681,29.06865,29.09228569
B21,2022-03-31,28.8141,29.4781,29.03915,29.08057764
B22,2022-03-31,28.8085,29.5432,29.01145,29.08231875
B24,2022-03-31,28.739,29.5623,29.01225,29.08445667
B25,2022-03-31,28.712,29.5663,28.88475,29.00568389
B26,2022-03-31,28.6701,29.5493,28.9093,29.00974653
B27,2022-03-31,28.6377,29.2431,29.0215,29.00108514
B28,2022-03-31,28.7005,29.3135,28.9577,28.97895653
B29,2022-03-31,28.7355,29.6221,28.9448,29.05478236
B30,2022-03-31,28.7811,29.4079,28.91975,28.99633
B31,2022-03-31,28.7335,29.3923,28.8329,28.96644083
B32,2022-03-31,28.5539,29.747,28.94395,29.05058611
B33,2022-03-31,28.4784,29.5752,28.74435,28.90209194
B35,2022-03-31,28.37,29.6296,28.6109,28.83316639
N01,2022-03-31,28.6211,29.4336,28.8071,28.92696375
N02,2022-03-31,28.6654,29.5544,28.8052,28.93086639
N03,2022-03-31,28.6929,29.409,28.82395,28.91031389
N04,2022-03-31,28.5958,29.5742,28.80905,28.95401528
N05,2022-03-31,28.5574,29.9916,28.7922,29.00363111
W01,2022-03-31,28.6908,29.3531,28.9362,28.9683625
W02,2022-03-31,28.6813,29.3765,28.9255,28.97148319
W04,2022-03-31,28.647,29.6311,28.89035,29.00780681
W05,2022-03-31,28.6053,29.5268,28.873,28.98689958
B01,2022-04-01,28.6899,29.4771,28.98385,28.98566125
B02,2022-04-01,28.6755,29.6408,29.0448,29.02193431
B03,2022-04-01,28.679,29.3633,28.9754,28.960465
B04,2022-04-01,28.6695,29.3626,28.90175,28.93744667
B05,2022-04-01,28.6395,29.2974,28.92435,28.93573431
B06,2022-04-01,28.7187,29.2024,28.9021,28.90026708
B07,2022-04-01,28.7109,29.2071,28.9117,28.91919333
B08,2022-04-01,28.6677,29.2772,28.84505,28.86944181
B09,2022-04-01,28.7001,29.1955,28.8798,28.87942944
B10,2022-04-01,28.7902,29.4186,28.95235,29.03124986
B10.5,2022-04-01,28.829,29.3492,28.99495,29.02886653
B11,2022-04-01,28.844,29.3476,29.03835,29.03132375
B12,2022-04-01,28.7692,29.5248,28.9565,29.04127181
B13,2022-04-01,28.7107,29.3174,28.9448,29.00817694
B14,2022-04-01,28.8062,29.304,29.0287,29.03533389
B15,2022-04-01,28.9418,29.4406,29.01055,29.07150181
B16,2022-04-01,28.9141,29.3517,28.9937,29.04148681
B17,2022-04-01,28.6945,29.3828,28.96715,29.02122556
B18,2022-04-01,28.7355,29.4112,28.9261,28.99569458
B19,2022-04-01,28.7254,29.4685,28.8898,29.00300361
B20,2022-04-01,28.7373,29.3357,28.917,28.95941083
B21,2022-04-01,28.7257,29.3256,28.91835,28.95716569
B22,2022-04-01,28.7426,29.3366,28.89015,28.94588833
B24,2022-04-01,28.6926,29.221,28.81875,28.88828681
B25,2022-04-01,28.616,29.2268,28.77435,28.831815
B26,2022-04-01,28.6658,29.1944,28.77585,28.84220819
B27,2022-04-01,28.6982,29.1786,28.8965,28.90895194
B28,2022-04-01,28.6842,29.1247,28.8573,28.86665972
B29,2022-04-01,28.6879,29.2202,28.82215,28.88496778
B30,2022-04-01,28.7212,29.1031,28.80245,28.85049111
B31,2022-04-01,28.6738,29.1104,28.79105,28.84468486
B32,2022-04-01,28.5855,29.2966,28.8403,28.87207222
B33,2022-04-01,28.5884,29.3734,28.70765,28.86043431
B35,2022-04-01,28.4933,29.9409,28.6843,28.93157056
N01,2022-04-01,28.6815,29.4136,28.9274,28.94839306
N02,2022-04-01,28.6953,29.502,28.94295,28.95712
N03,2022-04-01,28.7305,29.3924,28.9361,28.93821569
N04,2022-04-01,28.6502,29.4884,28.91135,28.96798944
N05,2022-04-01,28.6257,29.8263,28.9005,28.99935431
W01,2022-04-01,28.7077,29.078,28.80755,28.84602486
W02,2022-04-01,28.6991,29.0935,28.7981,28.84175208
W04,2022-04-01,28.6386,29.3038,28.76255,28.84977222
W05,2022-04-01,28.5641,29.2405,28.7432,28.81967236
B01,2022-04-02,28.7941,29.378,28.9905,29.01580917
B02,2022-04-02,28.7927,29.3796,28.9736,29.00576194
B03,2022-04-02,28.8307,29.2956,29.0092,29.00809319
B04,2022-04-02,28.8083,29.2095,28.9904,28.97680764
B05,2022-04-02,28.8051,29.2308,28.97655,28.97137667
B06,2022-04-02,28.7571,29.2423,29.0134,28.96830389
B07,2022-04-02,28.7352,29.2412,28.99995,28.96372042
B08,2022-04-02,28.7441,29.2267,28.92665,28.94819681
B09,2022-04-02,28.7219,29.2189,28.8906,28.91231014
B10,2022-04-02,28.7284,29.1914,28.9423,28.95125514
B10.5,2022-04-02,28.749,29.1842,28.9642,28.96956889
B11,2022-04-02,28.8022,29.2699,28.98255,29.00884847
B12,2022-04-02,28.7508,29.4835,28.99795,29.04758042
B13,2022-04-02,28.7811,29.4065,28.93125,29.0081075
B14,2022-04-02,28.7833,29.2767,28.91595,28.97538667
B15,2022-04-02,28.7401,29.1637,28.9295,28.92664264
B16,2022-04-02,28.7396,29.2398,28.92275,28.93038319
B17,2022-04-02,28.6019,29.168,28.8572,28.85660722
B18,2022-04-02,28.5425,29.1658,28.81455,28.86031111
B19,2022-04-02,28.619,29.2522,28.81295,28.88679083
B20,2022-04-02,28.634,29.2152,28.7803,28.86431569
B21,2022-04-02,28.6516,29.1953,28.7855,28.86957972
B22,2022-04-02,28.676,29.2768,28.77935,28.90403889
B24,2022-04-02,28.6366,29.3994,29.06755,28.99459514
B25,2022-04-02,28.6163,29.3986,28.9187,28.95868139
B26,2022-04-02,28.6058,29.6215,28.94575,28.9728934
B27,2022-04-02,28.6499,29.319,28.9477,28.95537569
B28,2022-04-02,28.632,29.4519,28.99845,28.96456569
B29,2022-04-02,28.5986,29.5335,29.03605,28.9962725
B30,2022-04-02,28.6545,29.4676,29.0017,28.95608347
B31,2022-04-02,28.6118,29.3701,28.97365,28.92270278
B32,2022-04-02,28.5134,29.315,28.9201,28.87936736
B33,2022-04-02,28.3691,29.8566,28.70475,28.94679014
B35,2022-04-02,28.5559,29.854,28.8272,28.97762556
N01,2022-04-02,28.7625,29.3145,28.96765,28.97044264
N02,2022-04-02,28.7825,29.386,28.97665,28.98025333
N03,2022-04-02,28.7867,29.224,28.98455,28.96365722
N04,2022-04-02,28.7523,29.3864,28.9485,28.989515
N05,2022-04-02,28.7465,29.649,28.93015,29.02632319
W01,2022-04-02,28.6575,29.3504,28.9816,28.94742042
W02,2022-04-02,28.6449,29.4548,28.98235,28.95264083
W04,2022-04-02,28.589,29.6527,28.9322,28.99681194
W05,2022-04-02,28.5427,29.5605,28.9115,28.97531035
B01,2022-04-03,28.8781,29.2874,29.00885,29.04687847
B02,2022-04-03,28.8511,29.3127,28.99355,29.03677375
B03,2022-04-03,28.9105,29.2981,29.02825,29.05079653
B04,2022-04-03,28.8483,29.2774,28.94115,28.98961639
B05,2022-04-03,28.8285,29.2384,28.96795,28.98923222
B06,2022-04-03,28.8348,29.1705,28.9682,28.97602667
B07,2022-04-03,28.7611,29.2063,28.9314,28.95259056
B08,2022-04-03,28.7351,29.2441,28.9139,28.94577069
B09,2022-04-03,28.6787,29.2035,28.8326,28.88202931
B10,2022-04-03,28.6176,29.1485,28.9043,28.90047792
B10.5,2022-04-03,28.6003,29.1459,28.9108,28.91187819
B11,2022-04-03,28.8047,29.1786,28.9459,28.96681542
B12,2022-04-03,28.7617,29.2587,28.9543,28.96499764
B13,2022-04-03,28.6995,29.2633,28.91815,28.93859917
B14,2022-04-03,28.6907,29.1128,28.86155,28.86915139
B15,2022-04-03,28.663,28.9966,28.80875,28.81916556
B16,2022-04-03,28.7262,29.0355,28.8354,28.84176208
B17,2022-04-03,28.4389,29.0047,28.77875,28.76043847
B18,2022-04-03,28.5517,29.016,28.7499,28.76583889
B19,2022-04-03,28.5915,29.1214,28.75565,28.83900542
B20,2022-04-03,28.6558,29.1683,28.769,28.83961847
B21,2022-04-03,28.6642,29.1706,28.75385,28.83718236
B22,2022-04-03,28.6748,29.2575,28.75525,28.88634403
B24,2022-04-03,28.6997,29.3378,28.8178,28.89970764
B25,2022-04-03,28.6706,29.3909,28.78785,28.88527181
B26,2022-04-03,28.6256,29.4875,28.75235,28.89978931
B27,2022-04-03,28.6578,29.2345,28.8752,28.90877556
B28,2022-04-03,28.5479,29.3952,28.72785,28.85814875
B29,2022-04-03,28.5961,29.4124,28.7396,28.87540153
B30,2022-04-03,28.5961,29.1955,28.75815,28.83083
B31,2022-04-03,28.5337,29.1997,28.74135,28.79994278
B32,2022-04-03,28.5798,29.1564,28.85245,28.84238569
B33,2022-04-03,28.0352,29.8403,28.5801,28.81059542
B35,2022-04-03,28.6641,29.7351,28.83085,29.01894653
N01,2022-04-03,28.8569,29.22,28.9467,28.97323194
N02,2022-04-03,28.8727,29.2655,28.95505,28.98425806
N03,2022-04-03,28.884,29.166,28.9603,28.97153319
N04,2022-04-03,28.8181,29.3183,28.93875,28.99109222
N05,2022-04-03,28.8005,29.5882,28.93765,29.02649222
W01,2022-04-03,28.6551,29.3094,28.7717,28.8803575
W02,2022-04-03,28.6508,29.3364,28.76435,28.88509111
W04,2022-04-03,28.6132,29.565,28.73905,28.91899389
W05,2022-04-03,28.5779,29.5921,28.72415,28.89736569
B01,2022-04-04,28.7561,29.2263,28.88635,28.93835917
B02,2022-04-04,28.8152,29.1983,28.88415,28.92526375
B03,2022-04-04,28.851,29.1708,28.9083,28.96165639
B04,2022-04-04,28.7715,29.0887,28.84605,28.87137208
B05,2022-04-04,28.7576,29.0879,28.89765,28.90917778
B06,2022-04-04,28.6844,29.0803,28.8475,28.85301389
B07,2022-04-04,28.5979,29.0855,28.85865,28.85375
B08,2022-04-04,28.5817,29.1412,28.7951,28.82853528
B09,2022-04-04,28.5151,29.0381,28.81035,28.78976028
B10,2022-04-04,28.7182,28.9504,28.7918,28.80315167
B10.5,2022-04-04,28.7173,28.9738,28.8065,28.81756458
B11,2022-04-04,28.7061,28.9856,28.81295,28.82158653
B12,2022-04-04,28.6569,29.093,28.8565,28.84463653
B13,2022-04-04,28.6476,29.0607,28.865,28.84106458
B14,2022-04-04,28.5649,29.043,28.9101,28.85711333
B15,2022-04-04,28.4795,28.7818,28.6196,28.6094825
B16,2022-04-04,28.5459,28.9028,28.67415,28.68006903
B17,2022-04-04,28.3872,29.0933,28.7729,28.73545611
B18,2022-04-04,28.4909,29.028,28.77265,28.75344944
B19,2022-04-04,28.6179,28.937,28.734,28.74200028
B20,2022-04-04,28.6862,29.058,28.82435,28.84589139
B21,2022-04-04,28.6891,29.077,28.81245,28.84012514
B22,2022-04-04,28.6829,29.118,28.8083,28.84366167
B24,2022-04-04,28.6965,29.1427,28.7745,28.84025778
B25,2022-04-04,28.6695,29.1116,28.7561,28.82153097
B26,2022-04-04,28.5466,29.2377,28.73405,28.83387507
B27,2022-04-04,28.5345,29.1011,28.7792,28.78074667
B28,2022-04-04,28.3761,29.2563,28.6417,28.74663861
B29,2022-04-04,28.3477,29.3908,28.6871,28.76531917
B30,2022-04-04,28.5015,29.2892,28.65915,28.77895778
B31,2022-04-04,28.4418,29.3005,28.67515,28.76557583
B32,2022-04-04,28.3695,29.1153,28.78,28.74923889
B33,2022-04-04,28.1577,29.537,28.51635,28.7010625
B35,2022-04-04,28.5384,29.8423,28.77045,28.94125958
N01,2022-04-04,28.7297,29.1233,28.84625,28.86822708
N02,2022-04-04,28.7465,29.1628,28.85735,28.88020125
N03,2022-04-04,28.7669,29.0356,28.8594,28.87145278
N04,2022-04-04,28.7037,29.2172,28.81845,28.88061347
N05,2022-04-04,28.6836,29.4781,28.7994,28.90720292
W01,2022-04-04,28.584,29.1967,28.76825,28.83526097
W02,2022-04-04,28.5766,29.1599,28.75905,28.83152542
W04,2022-04-04,28.5243,29.3382,28.7157,28.84783597
W05,2022-04-04,28.4966,29.2279,28.6869,28.81749444
B01,2022-04-05,28.7772,29.5001,29.1472,29.09318875
B02,2022-04-05,28.764,29.6077,29.23075,29.15392917
B03,2022-04-05,28.7755,29.5332,28.9382,29.02290986
B04,2022-04-05,28.723,29.5274,29.1131,29.04942819
B05,2022-04-05,28.7282,29.7772,28.9153,28.96326722
B06,2022-04-05,28.7199,29.3513,28.8568,28.91933
B07,2022-04-05,28.719,29.3376,28.9796,28.98163486
B08,2022-04-05,28.6917,29.4653,28.78365,28.92464958
B09,2022-04-05,28.6731,29.2422,28.76545,28.87521264
B10,2022-04-05,28.7859,29.3291,29.016,28.99603708
B10.5,2022-04-05,28.7953,29.2655,29.0115,28.99523389
B11,2022-04-05,28.8015,29.1864,29.00425,28.99199417
B12,2022-04-05,28.7649,29.41,28.8759,28.95308875
B13,2022-04-05,28.774,29.492,28.89355,28.95450028
B14,2022-04-05,28.5868,29.3,28.8018,28.89300958
B15,2022-04-05,28.6125,29.0145,28.76455,28.77823583
B16,2022-04-05,28.6507,28.9722,28.8233,28.80943694
B17,2022-04-05,28.5715,29.2695,28.80635,28.82548597
B18,2022-04-05,28.6639,29.0839,28.8074,28.81471875
B19,2022-04-05,28.6238,29.0605,28.7583,28.80832264
B20,2022-04-05,28.6156,29.1294,28.75355,28.81303542
B21,2022-04-05,28.6052,29.1171,28.75145,28.81762569
B22,2022-04-05,28.575,29.1989,28.757,28.82902125
B24,2022-04-05,28.5598,29.2704,28.7676,28.803485
B25,2022-04-05,28.5525,29.3098,28.70485,28.79502875
B26,2022-04-05,28.5131,29.2502,28.65465,28.76243049
B27,2022-04-05,28.5511,29.0529,28.7443,28.76945556
B28,2022-04-05,28.5082,29.2155,28.64195,28.71874736
B29,2022-04-05,28.4476,29.3642,28.67295,28.74490958
B30,2022-04-05,28.5654,29.2601,28.6985,28.73369431
B31,2022-04-05,28.5648,29.2274,28.68755,28.7458125
B32,2022-04-05,28.4994,29.2961,28.81875,28.80685333
B33,2022-04-05,28.4215,29.4528,28.95095,28.87706583
B35,2022-04-05,28.5171,29.9665,29.0606,29.12166139
N01,2022-04-05,28.7247,29.4753,29.06395,29.03900819
N02,2022-04-05,28.7351,29.5277,29.0424,29.04925889
N03,2022-04-05,28.7451,29.5195,29.02715,29.03151542
N04,2022-04-05,28.6921,29.4776,29.1185,29.05806097
N05,2022-04-05,28.6867,29.7912,29.14395,29.10489444
W01,2022-04-05,28.5634,29.1191,28.6814,28.75262361
W02,2022-04-05,28.5553,29.1679,28.67385,28.75777264
W04,2022-04-05,28.4866,29.3208,28.64055,28.77494319
W05,2022-04-05,28.454,29.2926,28.62415,28.74862507
B01,2022-04-06,28.8705,29.365,29.03785,29.06680528
B02,2022-04-06,28.8441,29.3613,29.08955,29.09513917
B03,2022-04-06,28.9203,29.4255,29.1103,29.14166472
B04,2022-04-06,28.8531,29.2499,29.00385,29.01479361
B05,2022-04-06,28.8435,29.3243,28.94165,29.01218514
B06,2022-04-06,28.7224,29.1411,28.92,28.92962667
B07,2022-04-06,28.7832,29.2478,28.9235,28.97329722
B08,2022-04-06,28.6706,29.3155,28.7655,28.87630972
B09,2022-04-06,28.572,29.1922,28.85115,28.88768542
B10,2022-04-06,28.5373,29.3366,28.79205,28.81555944
B10.5,2022-04-06,28.4994,29.1572,28.7614,28.784765
B11,2022-04-06,28.3929,29.0092,28.7581,28.75969806
B12,2022-04-06,28.6391,29.2073,28.80025,28.83652722
B13,2022-04-06,28.5148,29.288,28.7767,28.85192986
B14,2022-04-06,28.5158,29.3718,28.77555,28.84447111
B15,2022-04-06,28.6502,29.3187,28.7904,28.86814931
B16,2022-04-06,28.6151,29.3055,28.8015,28.87173847
B17,2022-04-06,28.6201,29.1512,28.842,28.85929889
B18,2022-04-06,28.6617,29.1315,28.79635,28.83358361
B19,2022-04-06,28.6937,29.2074,28.78385,28.88259083
B20,2022-04-06,28.6365,29.0695,28.79525,28.81669417
B21,2022-04-06,28.6305,29.0034,28.7586,28.80042875
B22,2022-04-06,28.6012,29.0512,28.7536,28.79691681
B24,2022-04-06,28.6368,29.0949,28.75375,28.81147444
B25,2022-04-06,28.6313,29.0592,28.74445,28.78640361
B26,2022-04-06,28.6219,29.0337,28.7463,28.78133903
B27,2022-04-06,28.6548,28.9247,28.74235,28.76805528
B28,2022-04-06,28.6248,28.9578,28.73855,28.76339583
B29,2022-04-06,28.5939,29.0756,28.73085,28.77611833
B30,2022-04-06,28.5987,29.0421,28.72555,28.75952111
B31,2022-04-06,28.5871,29.0085,28.7055,28.74203764
B32,2022-04-06,28.6027,28.9886,28.7366,28.75244333
B33,2022-04-06,28.5956,29.0417,28.68785,28.74037417
B35,2022-04-06,28.5857,29.3954,28.785,28.84975653
N01,2022-04-06,28.8126,29.2993,28.9853,29.01272014
N02,2022-04-06,28.8362,29.2911,28.99265,29.02043556
N03,2022-04-06,28.8636,29.1789,28.99905,29.00919194
N04,2022-04-06,28.7839,29.3506,28.96585,29.02187833
N05,2022-04-06,28.7464,29.5972,28.955,29.06102083
W01,2022-04-06,28.6436,28.9735,28.7606,28.77652236
W02,2022-04-06,28.6347,28.987,28.7561,28.77745889
